"Freq [GHz]","dB(St(1,1)) [] - g_pillar_position='27.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='28.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='42.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='57.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='72.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='87.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='102.4um' gpillar_r='5um'"
19.7,-23.840200984109,-23.5999245613889,-24.5393357556262,-24.629322286961,-24.9007769787895,-24.7984052907062,-24.3739437033114
19.8,-23.7978747558003,-23.5569356131002,-24.4968131212841,-24.5866044144717,-24.8576480671655,-24.7555182766081,-24.3314537109626
19.9,-23.7557699549596,-23.5141788923848,-24.4545120894694,-24.5441131054718,-24.8147521416004,-24.7128633517003,-24.289193746991
20,-23.7138845212217,-23.47165235421,-24.4124306234593,-24.5018462603329,-24.7720871270306,-24.6704383816081,-24.2471617405234
20.1,-23.6722164271077,-23.4293539816801,-24.3705667200149,-24.4598018135982,-24.7296509807501,-24.6282412650451,-24.2053556545452
20.2,-23.6307636774972,-23.3872817855877,-24.3289184088456,-24.4179777333774,-24.687441691703,-24.5862699330818,-24.1637734852862
20.3,-23.5895243091113,-23.3454338039711,-24.2874837520819,-24.3763720207555,-24.6454572797963,-24.544522348435,-24.1224132616335
20.4,-23.5484963900048,-23.3038081016795,-24.2462608437563,-24.3349827092121,-24.6036957952309,-24.5029965047736,-24.0812730445651
20.5,-23.5076780190668,-23.2624027699454,-24.2052478092921,-24.2938078640534,-24.5621553178535,-24.4616904260442,-24.040350926611
20.6,-23.4670673255306,-23.2212159259632,-24.164442805,-24.2528455818551,-24.5208339565244,-24.4206021658135,-23.9996450313361
20.7,-23.4266644688888,-23.1802478184987,-24.123846021981,-24.2120960375977,-24.4797319606049,-24.3797319049422,-23.9591555969327
20.8,-23.3864656029408,-23.1394944746483,-24.0834536387017,-24.1715553062161,-24.4388453482889,-24.339075620209,-23.9188786891465
20.9,-23.3464689458997,-23.098954087724,-24.0432639020048,-24.1312215756854,-24.3981723126192,-24.2986314510228,-23.8788125226275
21,-23.3066727444274,-23.0586248753695,-24.0032750876593,-24.0910930631094,-24.3577110732781,-24.2583975639189,-23.8389553412325
21.1,-23.2670752731845,-23.0185050791721,-23.9634854998918,-24.0511680142171,-24.3174598760386,-24.2183721519798,-23.7993054176379
21.2,-23.2276748343874,-22.9785929642817,-23.9238934709235,-24.0114447028677,-24.2774169922311,-24.1785534342678,-23.759861052979
21.3,-23.1884697573731,-22.9388868190365,-23.8844973605128,-23.9719214305641,-24.2375807182244,-24.1389396552731,-23.7206205765178
21.4,-23.1494583981699,-22.8993849545939,-23.8452955555052,-23.9325965259776,-24.1979493749208,-24.0995290843728,-23.6815823453391
21.5,-23.1106391390759,-22.8600857045682,-23.8062864693865,-23.8934683444793,-24.1585213072644,-24.060320015303,-23.6427447440764
21.6,-23.072010388243,-22.8209874246739,-23.7674685418434,-23.8545352676813,-24.1192948837624,-24.0213107656423,-23.6041061846678
21.7,-23.0335705792675,-22.7820884923756,-23.7288402383281,-23.8157957029861,-24.080268496019,-23.9824996763062,-23.5656651061454
21.8,-22.9953181707872,-22.7433873065426,-23.6904000496282,-23.7772480831436,-24.0414405582817,-23.9438851110528,-23.5274199744554
21.9,-22.9572516460833,-22.7048822871106,-23.6521464914421,-23.7388908658167,-24.0028095069995,-23.9054654559975,-23.4893692823152
22,-22.9193695126896,-22.6665718747478,-23.6140781039579,-23.7007225331539,-23.9643738003916,-23.8672391191382,-23.4515115491041
22.1,-22.8816703020056,-22.6284545305277,-23.5761934514382,-23.6627415913694,-23.926131918029,-23.829204529889,-23.4138453207937
22.2,-22.8441525689159,-22.5905287356067,-23.5384911218084,-23.6249465703316,-23.8880823604246,-23.7913601386227,-23.3763691699159
22.3,-22.8068148914149,-22.5527929909071,-23.5009697262499,-23.5873360231564,-23.8502236486356,-23.753704416221,-23.3390816955732
22.4,-22.7696558702359,-22.5152458168059,-23.4636278987971,-23.5499085258099,-23.8125543238746,-23.7162358536327,-23.3019815234917
22.5,-22.7326741284858,-22.4778857528287,-23.4264642959393,-23.5126626767156,-23.7750729471314,-23.678952961438,-23.2650673061199
22.6,-22.6958683112838,-22.4407113573483,-23.3894775962247,-23.475597096369,-23.7377780988037,-23.6418542694197,-23.2283377227737
22.7,-22.6592370854056,-22.4037212072893,-23.3526664998711,-23.4387104269585,-23.7006683783371,-23.6049383261399,-23.1917914798321
22.8,-22.6227791389307,-22.3669138978366,-23.3160297283777,-23.4020013319923,-23.6637424038737,-23.5682036985224,-23.1554273109848
22.9,-22.586493180896,-22.3302880421499,-23.2795660241426,-23.3654684959308,-23.6269988119101,-23.5316489714392,-23.1192439775333
23,-22.5503779409515,-22.2938422710824,-23.2432741500825,-23.3291106238252,-23.5904362569629,-23.4952727473004,-23.0832402687484
23.1,-22.5144329937108,-22.2575761024989,-23.207153719722,-23.2929272862219,-23.5540542857414,-23.4590745072064,-23.0474158713411
23.2,-22.4786570915762,-22.2214881828093,-23.1712035189029,-23.2569172104728,-23.5178515691766,-23.4230528679945,-23.0117696156154
23.3,-22.4430481939632,-22.1855763187702,-23.1354215341779,-23.2210783105388,-23.4818259335981,-23.3872056146034,-22.9762995037404
23.4,-22.4076051101561,-22.1498392097545,-23.0998066073402,-23.1854093708583,-23.4459761028832,-23.3515314159966,-22.9410044425101
23.5,-22.372326668383,-22.1142755714838,-23.0643575988433,-23.1499091947202,-23.4103008173645,-23.316028956649,-22.9058833694147
23.6,-22.3372117154942,-22.0788841357753,-23.0290733874415,-23.1145766039324,-23.3747988335405,-23.2806969361465,-22.8709352533729
23.7,-22.3022591166451,-22.0436636502927,-22.9939528698341,-23.0794104384969,-23.3394689237934,-23.2455340687835,-22.8361590955267
23.8,-22.2674677549828,-22.0086128783013,-22.9589949603137,-23.0444095562873,-23.3043098761134,-23.2105390831586,-22.8015539300964
23.9,-22.2328365313345,-21.9737305984276,-22.9241985904169,-23.0095728327323,-23.2693204938301,-23.1757107217661,-22.767118825291
24,-22.1983643639,-21.9390156044231,-22.8895627085782,-22.9748991605021,-23.2344995953485,-23.1410477405837,-22.7328528842687
24.1,-22.1640501879473,-21.9044667049315,-22.8550862797875,-22.9403874492,-23.1998460138924,-23.1065489086541,-22.6987552461383
24.2,-22.1298929555105,-21.8700827232604,-22.8207682852509,-22.9060366250568,-23.1653585972529,-23.0722130076588,-22.6648250869889
24.3,-22.0958916350907,-21.835862497157,-22.7866077220543,-22.8718456306302,-23.1310362075428,-23.0380388314852,-22.6310616209336
24.4,-22.0620452113606,-21.8018048785872,-22.7526036028307,-22.8378134245068,-23.0968777209564,-23.0040251857815,-22.5974641011449
24.5,-22.0283526848701,-21.7679087335189,-22.7187549554302,-22.8039389810085,-23.0628820275347,-22.9701708875018,-22.5640318208585
24.6,-21.9948130717564,-21.734172941709,-22.6850608225938,-22.7702212899024,-23.0290480309355,-22.9364747644358,-22.5307641143099
24.7,-21.9614254034551,-21.7005963964937,-22.6515202616302,-22.7366593561134,-22.9953746482089,-22.9029356547251,-22.4976603575661
24.8,-21.9281887264153,-21.6671780045826,-22.6181323440956,-22.7032521994407,-22.9618608095775,-22.8695524063587,-22.464719969202
24.9,-21.895102101816,-21.6339166858566,-22.584896155478,-22.6699988542775,-22.9285054582221,-22.8363238766518,-22.4319424107605
25,-21.8621646052858,-21.6008113731689,-22.5518107948832,-22.636898369334,-22.89530755007,-22.8032489316976,-22.3993271869279
25.1,-21.8293753266245,-21.5678610121492,-22.5188753747253,-22.6039498073623,-22.8622660535904,-22.7703264457959,-22.3668738453347
25.2,-21.7967333695274,-21.5350645610123,-22.4860890204208,-22.5711522448865,-22.8293799495924,-22.7375553008512,-22.3345819758869
25.3,-21.7642378513122,-21.5024209903688,-22.4534508700853,-22.5385047719333,-22.7966482310282,-22.7049343857365,-22.3024512095057
25.4,-21.7318879026473,-21.4699292830394,-22.4209600742341,-22.5060064917669,-22.764069902799,-22.6724625956208,-22.2704812161462
25.5,-21.6996826672837,-21.4375884338729,-22.3886157954871,-22.4736565206272,-22.7316439815681,-22.6401388312537,-22.2386717019423
25.6,-21.6676227042019,-21.4053989092914,-22.3564186287132,-22.4414554245945,-22.6993709709009,-22.6079634281147,-22.2070239737772
25.7,-21.6357057643621,-21.3733582492808,-22.3243663239894,-22.409400891676,-22.6672484168476,-22.575933844947,-22.1755362246351
25.8,-21.603931029514,-21.3414654840307,-22.2924580788205,-22.377492075826,-22.6352753705713,-22.5440489945007,-22.1442082410312
25.9,-21.5722976934285,-21.3097196550537,-22.2606931016588,-22.3457281429413,-22.6034508942719,-22.512307791663,-22.1130398215127
26,-21.5408049616404,-21.2781198150181,-22.2290706116277,-22.3141082706117,-22.5717740610164,-22.4807091524302,-22.0820307665279
26.1,-21.5094520511945,-21.2466650275834,-22.1975898382481,-22.2826316478736,-22.540243954572,-22.4492519927917,-22.0511808662422
26.2,-21.4782381903922,-21.2153543672386,-22.1662500211697,-22.2512974749655,-22.508859669243,-22.4179352275147,-22.0204898861225
26.3,-21.4471626185424,-21.1841869191442,-22.1350504099059,-22.2201049630868,-22.4776203097103,-22.3867577688142,-21.989957550161
26.4,-21.4162245857132,-21.1531617789754,-22.1039902635724,-22.1890533341582,-22.4465249908754,-22.3557185248973,-21.9595835216668
26.5,-21.3854233524873,-21.1222780527688,-22.0730688506307,-22.1581418205855,-22.4155728377057,-22.3248163983592,-21.929367381652
26.6,-21.3547581897182,-21.0915348567718,-22.0422854486351,-22.1273696650249,-22.3847629850847,-22.2940502844149,-21.8993086049564
26.7,-21.3242283782914,-21.0609313172945,-22.0116393439843,-22.0967361201514,-22.3540945776635,-22.2634190689408,-21.8694065344113
26.8,-21.2938332088848,-21.0304665705635,-21.981129831677,-22.0662404484296,-22.3235667697167,-22.2329216262994,-21.8396603535282
26.9,-21.2635719817349,-21.0001397625792,-21.9507562150717,-22.0358819218871,-22.2931787249998,-22.2025568169157,-21.8100690584145
27,-21.2334440064027,-20.9699500489747,-21.9205178056521,-22.0056598218895,-22.2629296166105,-22.1723234845684,-21.7806314298544
27.1,-21.2034486015447,-20.9398965948774,-21.8904139227946,-21.975573438919,-22.2328186268514,-22.1422204533529,-21.7513460067357
27.2,-21.1735850946848,-20.9099785747728,-21.8604438935426,-21.945622072355,-22.2028449470967,-22.1122465242637,-21.722211062235
27.3,-21.143852821989,-20.8801951723711,-21.830607052384,-21.915805030257,-22.1730077776606,-22.082400471338,-21.6932245843686
27.4,-21.1142511280446,-20.8505455804756,-21.8009027410333,-21.8861216291506,-22.1433063276682,-22.0526810372897,-21.6643842626425
27.5,-21.0847793656395,-20.8210290008529,-21.7713303082191,-21.8565711938153,-22.1137398149292,-22.0230869285467,-21.6356874825581
27.6,-21.0554368955469,-20.7916446441064,-21.741889109475,-21.8271530570761,-22.0843074658142,-21.9936168095955,-21.607131329629
27.7,-21.0262230863107,-20.762391729551,-21.7125785069365,-21.7978665595959,-22.0550085151321,-21.964269296509,-21.5787126042961
27.8,-20.9971373140356,-20.7332694850905,-21.6833978691412,-21.7687110496726,-22.0258422060112,-21.9350429495154,-21.5504278486972
27.9,-20.9681789621791,-20.7042771470962,-21.6543465708352,-21.7396858830371,-21.996807789782,-21.9059362644343,-21.5222733856494
28,-20.9393480400146,-20.6754145897184,-21.6254246207554,-21.7107910553804,-21.9679051651718,-21.8769482334797,-21.4942459699364
28.1,-20.9106439365026,-20.6466810552522,-21.5966313967335,-21.6820259277193,-21.9391335891182,-21.8480771669101,-21.466341591193
28.2,-20.8820654345671,-20.6180751719744,-21.567965660255,-21.6533892413417,-21.9104916942642,-21.8193207192567,-21.4385556408552
28.3,-20.8536119452416,-20.5895962091832,-21.5394268091978,-21.6248803799377,-21.8819787638343,-21.7906770081139,-21.4108841715364
28.4,-20.8252828859139,-20.5612434440659,-21.5110142467411,-21.5964987336591,-21.8535940886964,-21.7621440167636,-21.3833233556559
28.5,-20.7970776801375,-20.5330161615907,-21.4827273811995,-21.5682436989363,-21.8253369672569,-21.7337195721015,-21.3558695619489
28.6,-20.7689957574467,-20.5049136543985,-21.4545656258623,-21.5401146782962,-21.797206705358,-21.705401318393,-21.3285194265291
28.7,-20.7410365531745,-20.476935222698,-21.4265283988369,-21.5121110801846,-21.7692026161757,-21.6771866859047,-21.3012699149545
28.8,-20.7131995082748,-20.4490801741618,-21.398615122898,-21.484232318791,-21.7413240201215,-21.6490728532026,-21.2741183723219
28.9,-20.6854840691474,-20.4213478238242,-21.3708252253405,-21.4564778138764,-21.7135702447442,-21.6210567015702,-21.2470625592401
29,-20.6578896874663,-20.3937374939812,-21.3431581378378,-21.4288469906053,-21.6859406246342,-21.5931347595545,-21.2201006724965
29.1,-20.6304158200127,-20.3662485140913,-21.3156132963049,-21.4013392793788,-21.6584345013295,-21.5653031350493,-21.1932313502556
29.2,-20.6030619285105,-20.3388802206793,-21.2881901407654,-21.3739541156735,-21.6310512232229,-21.537557431527,-21.1664536625884
29.3,-20.5758274794661,-20.3116319572396,-21.2608881152237,-21.3466909398816,-21.6037901454714,-21.5098926439301,-21.1397670889523
29.4,-20.5487119440113,-20.2845030741436,-21.2337066675423,-21.3195491971557,-21.5766506299069,-21.4823030282299,-21.1131714848527
29.5,-20.5217147977505,-20.2574929285465,-21.2066452493222,-21.2925283372559,-21.5496320449483,-21.45478193656,-21.0866670402907
29.6,-20.4948355206116,-20.2306008842967,-21.1797033157892,-21.2656278144015,-21.5227337655151,-21.4273216068684,-21.0602542327351
29.7,-20.4680735967,-20.2038263118467,-21.1528803256842,-21.2388470871247,-21.4959551729432,-21.3999128917958,-21.0339337772745
29.8,-20.4414285141575,-20.1771685881649,-21.1261757411583,-21.2121856181296,-21.4692956549014,-21.3725449053472,-21.0077065763554
29.9,-20.4148997650238,-20.150627096649,-21.0995890276707,-21.1856428741526,-21.4427546053092,-21.3452045568581,-20.9815736711417
30,-20.3884868451027,-20.1242012270418,-21.0731196538938,-21.1592183258284,-21.4163314242569,-21.3178759281786,-20.9555361960966
30.1,-20.3621892538318,-20.0978903753462,-21.0467670916191,-21.1329114475583,-21.3900255179259,-21.2905394292465,-20.9295953379375
30.2,-20.3360064941562,-20.0716939437444,-21.0205308156707,-21.1067217173821,-21.3638362985115,-21.2631706348509,-20.9037522996864
30.3,-20.3099380724062,-20.0456113405157,-20.9944103038204,-21.0806486168549,-21.3377631841462,-21.2357386537608,-20.8780082701571
30.4,-20.2839834981778,-20.0196419799574,-20.9684050367079,-21.0546916309259,-21.3118055988244,-21.2082037969461,-20.852364398906
30.5,-20.2581433908912,-19.9937863812688,-20.9425156175598,-21.0288513762426,-21.2859640938914,-21.1805119958077,-20.8268227789884
30.6,-20.2324161504066,-19.9680428606599,-20.9167404029015,-21.0031262060534,-21.2602369725339,-21.1525944249191,-20.8013834422863
30.7,-20.2068012955266,-19.9424108501784,-20.8910788816098,-20.9775156148889,-21.2346236760519,-21.1243556531804,-20.7760473180896
30.8,-20.1812983478797,-19.9168897875812,-20.8655305451466,-20.9520191002262,-21.2091236513165,-21.0956618071055,-20.750815244133
30.9,-20.1559068318225,-19.8914791162607,-20.8400948874984,-20.9266361623861,-21.1837363507007,-21.0663192387272,-20.7256879631081
31,-20.1306262743432,-19.866178285173,-20.8147714051188,-20.901366304437,-21.1584612320119,-21.0360374900214,-20.7006661217912
31.1,-20.1054562049705,-19.8409867487667,-20.7895595968758,-20.8762090320995,-21.1332977584245,-21.0043614877977,-20.6757502722585
31.2,-20.080396155686,-19.8159039669127,-20.7644589640012,-20.8511638536563,-21.1082453984149,-20.9705392383322,-20.6509408747184
31.3,-20.0554456608395,-19.790929404836,-20.7394690100437,-20.826230279866,-21.0833036256961,-20.9332429009419,-20.6262383015449
31.4,-20.0306042570691,-19.7660625330472,-20.7145892408258,-20.8014078238799,-21.0584719191545,-20.8899225159408,-20.6016428421605
31.5,-20.0058714832244,-19.7413028272762,-20.6898191644029,-20.7766960011628,-21.0337497627872,-20.8351299253838,-20.5771547084684
31.6,-19.9812468802933,-19.7166497684069,-20.6651582910265,-20.7520943294183,-21.0091366456402,-20.7556559964923,-20.5527740405969
31.7,-19.9567299913325,-19.6921028424119,-20.6406061331093,-20.727602328516,-20.9846320617484,-20.6177311223924,-20.52850091276
31.8,-19.9323203614022,-19.6676615402895,-20.616162205194,-20.7032195204248,-20.9602355100753,-20.4254003597863,-20.5043353390859
31.9,-19.9080175375025,-19.643325358001,-20.5918260239245,-20.6789454291475,-20.9359464944546,-20.6239987536719,-20.4802772793002
32,-19.8838210685157,-19.6190937964088,-20.5675971080196,-20.6547795806605,-20.9117645235326,-20.8353746276607,-20.456326644181
32.1,-19.85973050515,-19.5949663612165,-20.5434749782499,-20.630721502857,-20.8876891107111,-20.8566356858003,-20.4324833007301
32.2,-19.8357453998876,-19.5709425629084,-20.5194591574164,-20.6067707254927,-20.8637197740914,-20.8366675387775,-20.4087470770225
32.3,-19.8118653069357,-19.5470219166913,-20.4955491703321,-20.5829267801366,-20.8398560364196,-20.8094327788159,-20.3851177667158
32.4,-19.788089782181,-19.5232039424364,-20.4717445438056,-20.5591892001238,-20.816097425032,-20.7813005947592,-20.3615951332103
32.5,-19.7644183831469,-19.4994881646225,-20.4480448066274,-20.5355575205129,-20.7924434718021,-20.7536003141103,-20.3381789134633
32.6,-19.7408506689546,-19.4758741122799,-20.4244494895569,-20.5120312780459,-20.7688937130879,-20.7265657716564,-20.3148688214649
32.7,-19.7173862002862,-19.4523613189352,-20.4009581253136,-20.4886100111121,-20.7454476896801,-20.7001710151357,-20.2916645513906
32.8,-19.6940245393518,-19.4289493225569,-20.3775702485683,-20.4652932597149,-20.722104946751,-20.6743358986168,-20.2685657804483
32.9,-19.670765749548,-19.4056381551382,-20.3542858986948,-20.4420810732858,-20.698865535685,-20.6489816306495,-20.2455726852274
33,-19.6476093898008,-19.3824273568952,-20.3311046076222,-20.4189729884027,-20.6757290038936,-20.6240385550374,-20.2226849112259
33.1,-19.6245545249937,-19.3593159871096,-20.3080254109247,-20.3959680397475,-20.6526944054911,-20.5994489048451,-20.1999015833446
33.2,-19.601600723211,-19.336303601109,-20.2850478510886,-20.3730657735549,-20.6297613028006,-20.5751684598929,-20.1772223337682
33.3,-19.5787475539398,-19.3133897584019,-20.262171472538,-20.3502657375549,-20.6069292622823,-20.5511619879549,-20.1546467881016
33.4,-19.5559945880524,-19.2905740226276,-20.2393958216352,-20.3275674809582,-20.5841978544869,-20.5274012898133,-20.1321745667923
33.5,-19.5333413977926,-19.2678559615081,-20.2167204466848,-20.3049705544445,-20.5615666540101,-20.503863632815,-20.1098052863832
33.6,-19.510787556763,-19.2452351467995,-20.1941448979371,-20.2824745101537,-20.5390352394475,-20.4805305386204,-20.0875385606162
33.7,-19.4883326399156,-19.2227111542452,-20.1716687275945,-20.2600789016792,-20.5166031933499,-20.4573868565236,-20.0653740013982
33.8,-19.4659762235435,-19.2002835635288,-20.1492914898168,-20.2377832840643,-20.4942701021805,-20.4344200565351,-20.0433112196466
33.9,-19.4437178852768,-19.1779519582288,-20.1270127407297,-20.2155872138013,-20.472035556271,-20.4116196884916,-20.0213498260254
34,-19.4215572040776,-19.155715925773,-20.1048320384325,-20.1934902488323,-20.4498991497793,-20.3889769658957,-19.999489431584
34.1,-19.3994937602396,-19.1335750573937,-20.0827489430078,-20.1714919485528,-20.4278604806485,-20.3664844435206,-19.9777296483105
34.2,-19.3775271353884,-19.1115289480847,-20.0607630165315,-20.1495918738181,-20.4059191505646,-20.344135765795,-19.9560700896076
34.3,-19.3556569124835,-19.0895771965571,-20.038873823083,-20.1277895869505,-20.384074764917,-20.3219254689297,-19.9345103707004
34.4,-19.3338826758224,-19.0677194051976,-20.0170809287574,-20.1060846517499,-20.362326932758,-20.299848824129,-19.9130501089842
34.5,-19.3122040110465,-19.0459551800259,-19.9953839016769,-20.0844766335058,-20.3406752667631,-20.277901712435,-19.891688924319
34.6,-19.290620505148,-19.0242841306536,-19.9737823120034,-20.0629650990113,-20.3191193831931,-20.2560805241106,-19.8704264392769
34.7,-19.2691317464788,-19.0027058702438,-19.9522757319516,-20.0415496165787,-20.2976589018551,-20.2343820771938,-19.8492622793479
34.8,-19.2477373247607,-18.9812200154704,-19.9308637358021,-20.0202297560575,-20.2762934460648,-20.2128035511393,-19.8281960731099
34.9,-19.2264368310965,-18.9598261864788,-19.9095458999152,-19.9990050888534,-20.2550226426102,-20.1913424324133,-19.8072274523654
35,-19.2052298579835,-18.9385240068473,-19.888321802745,-19.9778751879487,-20.2338461217137,-20.1699964696245,-19.7863560522512
35.1,-19.1841159993266,-18.9173131035481,-19.8671910248533,-19.9568396279255,-20.2127635169971,-20.1487636363097,-19.7655815113231
35.2,-19.1630948504537,-18.89619310691,-19.846153148924,-19.9358979849883,-20.1917744654451,-20.1276420999019,-19.7449034716187
35.3,-19.1421660081321,-18.8751636505807,-19.8252077597781,-19.9150498369893,-20.1708786073713,-20.1066301957217,-19.7243215787018
35.4,-19.1213299677243,-18.854225252085,-19.8043553430808,-19.8942956718823,-20.1500764931189,-20.0857274514296,-19.7038364174918
35.5,-19.1005854241185,-18.8333766641456,-19.783594581417,-19.8736341544463,-20.1293668560882,-20.0649314048017,-19.6834466982623
35.6,-19.0799319785474,-18.8126175302392,-19.7629250661677,-19.8530648676875,-20.1087493464618,-20.044240779072,-19.663152077369
35.7,-19.0593692337571,-18.7919474970159,-19.7423463909093,-19.8325873963719,-20.0882236176141,-20.0236543953025,-19.6429522147274
35.8,-19.038896794027,-18.7713662142655,-19.7218581514289,-19.8122013270548,-20.0677893260781,-20.0031711609376,-19.6228467737926
35.9,-19.0185142651906,-18.7508733348829,-19.7014599457379,-19.7919062481122,-20.0474461315139,-19.982790059956,-19.6028354215339
36,-18.9982212546574,-18.7304685148341,-19.6811513740869,-19.7717017497722,-20.027193696676,-19.9625101443654,-19.5829178284002
36.1,-18.9780173714339,-18.7101514131237,-19.6609320389795,-19.7515874241468,-20.0070316873825,-19.9423305268326,-19.5630936682817
36.2,-18.957902226147,-18.6899216917615,-19.6408015451861,-19.7315628652652,-19.9869597724842,-19.9222503742738,-19.5433626184658
36.3,-18.937875431066,-18.6697790157303,-19.6207594997578,-19.7116276691059,-19.966977623834,-19.9022689022648,-19.5237243595888
36.4,-18.917936600126,-18.6497230529547,-19.6008055120395,-19.6917814336313,-19.9470849162566,-19.8823853701486,-19.5041785755851
36.5,-18.898085348951,-18.629753474269,-19.5809391936832,-19.6720237588206,-19.9272813275189,-19.8625990767428,-19.4847249536334
36.6,-18.8783212948777,-18.6098699533864,-19.5611601586604,-19.652354246704,-19.9075665383013,-19.8429093565616,-19.4653631841
36.7,-18.8586440569789,-18.5900721668687,-19.5414680232749,-19.6327725013971,-19.8879402321679,-19.8233155764808,-19.4460929604817
36.8,-18.8390532560873,-18.5703597940963,-19.5218624061747,-19.6132781291344,-19.8684020955386,-19.8038171327883,-19.4269139793469
36.9,-18.8195485148197,-18.550732517238,-19.5023429283636,-19.5938707383044,-19.8489518176607,-19.7844134485668,-19.4078259402756
37,-18.8001294576006,-18.5311900212222,-19.4829092132125,-19.5745499394829,-19.8295890905813,-19.7651039713658,-19.3888285457995
37.1,-18.7807957106859,-18.5117319937078,-19.4635608864704,-19.5553153454675,-19.8103136091199,-19.745888171128,-19.3699215013425
37.2,-18.7615469021869,-18.492358125056,-19.4442975762748,-19.5361665713113,-19.7911250708413,-19.7267655383352,-19.3511045151605
37.3,-18.7423826620939,-18.4730681083018,-19.4251189131617,-19.5171032343563,-19.772023176029,-19.7077355823488,-19.332377298283
37.4,-18.7233026222997,-18.4538616391267,-19.4060245300748,-19.4981249542671,-19.7530076276587,-19.6887978299207,-19.3137395644549
37.5,-18.7043064166228,-18.4347384158309,-19.3870140623754,-19.4792313530632,-19.7340781313728,-19.669951823854,-19.295191030081
37.6,-18.6853936808304,-18.4156981393071,-19.3680871478503,-19.4604220551523,-19.715234395454,-19.6511971217965,-19.2767314141711
37.7,-18.6665640526616,-18.396740513013,-19.3492434267202,-19.4416966873614,-19.6964761308006,-19.6325332951513,-19.2583604382882
37.8,-18.6478175757171,-18.3778656452231,-19.3304829459661,-19.4230552867685,-19.6778034670811,-19.6139603695373,-19.2400782583158
37.9,-18.6291538866084,-18.3590732402793,-19.3118053456158,-19.4044974798593,-19.6592161162909,-19.5954779353382,-19.2218845968698
38,-18.6105722235916,-18.3403626055711,-19.2932098672809,-19.3860224914103,-19.6407133795525,-19.5770851565797,-19.2037787498293
38.1,-18.592072232573,-18.321733454628,-19.2746961610592,-19.3676299583106,-19.6222949780499,-19.5587816509787,-19.1857604485817
38.2,-18.5736535615404,-18.3031855034165,-19.2562638795163,-19.3493195200221,-19.603960635459,-19.5405670458876,-19.1678294268602
38.3,-18.5553158605833,-18.2847184703153,-19.2379126776906,-19.3310908186074,-19.5857100779257,-19.5224409776834,-19.1499854207174
38.4,-18.5370587819139,-18.2663320760913,-19.2196422130974,-19.3129434987581,-19.5675430340416,-19.5044030912107,-19.1322281685053
38.5,-18.5188819798858,-18.2480260438752,-19.201452145734,-19.2948772078205,-19.5494592348218,-19.48645303927,-19.1145574108628
38.6,-18.500785111014,-18.2298000991387,-19.1833421380825,-19.2768915958228,-19.531458413682,-19.4685904821498,-19.0969728907105
38.7,-18.4827678339928,-18.2116539696709,-19.1653118551134,-19.2589863154992,-19.5135403064165,-19.4508150871965,-19.0794743532541
38.8,-18.4648298097147,-18.1935873855549,-19.1473609642881,-19.2411610223148,-19.4957046511756,-19.4331265284184,-19.0620615459965
38.9,-18.4469707012874,-18.1756000791458,-19.1294891355612,-19.2234153744887,-19.4779511884449,-19.415524486122,-19.0447342187586
39,-18.4291901740512,-18.1576917850481,-19.1116960413821,-19.2057490330166,-19.4602796610224,-19.3980086465755,-19.0274921237099
39.1,-18.4114878955951,-18.1398622400934,-19.0939813566961,-19.1881616616922,-19.4426898139987,-19.3805787016987,-19.010335015407
39.2,-18.3938635357732,-18.1221111833189,-19.0763447589452,-19.1706529271278,-19.4251813947351,-19.3632343487764,-18.9932626508407
39.3,-18.3763167667195,-18.1044383559456,-19.0587859280682,-19.1532224987741,-19.4077541528431,-19.3459752901921,-18.9762747894893
39.4,-18.3588472628628,-18.0868435013574,-19.0413045465007,-19.1358700489385,-19.3904078401641,-19.3288012331819,-18.9593711933776
39.5,-18.3414547009408,-18.0693263650798,-19.023900299174,-19.118595252803,-19.3731422107491,-19.3117118896061,-18.9425516271378
39.6,-18.3241387600137,-18.0518866947592,-19.0065728735144,-19.1013977884408,-19.3559570208385,-19.2947069757361,-18.9258158580702
39.7,-18.3068991214768,-18.0345242401428,-18.9893219594412,-19.0842773368319,-19.3388520288428,-19.2777862120572,-18.9091636561989
39.8,-18.2897354690729,-18.0172387530579,-18.9721472493645,-19.0672335818777,-19.3218269953227,-19.2609493230838,-18.8925947943195
39.9,-18.272647488904,-18.0000299873924,-18.9550484381834,-19.0502662104147,-19.3048816829698,-19.2441960371877,-18.8761090480321
40,-18.255634869442,-17.9828976990748,-18.9380252232822,-19.033374912227,-19.2880158565879,-19.2275260864378,-18.8597061957554
40.1,-18.2386973015395,-17.9658416460549,-18.9210773045277,-19.0165593800576,-19.2712292830735,-19.2109392064495,-18.8433860187168
40.2,-18.2218344784389,-17.9488615882845,-18.9042043842648,-18.9998193096197,-19.2545217313982,-19.1944351362449,-18.8271483009128
40.3,-18.2050468226575,-17.9319580281223,-18.8874068968549,-18.9831551335737,-19.2378937428636,-19.1780144249813,-18.8109936333209
