Freq.	S12(V1)
1.71861861861862e+10	(-6.31711806454235e-01dB,-1.62612782834722e+00°)
1.72352352352352e+10	(-6.31604415059780e-01dB,-2.65084550114516e+00°)
1.72842842842843e+10	(-6.31460487070588e-01dB,-3.67559530516982e+00°)
1.73333333333333e+10	(-6.31280015083120e-01dB,-4.70038531894340e+00°)
1.73823823823824e+10	(-6.31063031193266e-01dB,-5.72522366121516e+00°)
1.74314314314314e+10	(-6.30809607388394e-01dB,-6.75011848284163e+00°)
1.74804804804805e+10	(-6.30519855903142e-01dB,-7.77507795853724e+00°)
1.75295295295295e+10	(-6.30193929538072e-01dB,-8.80011027850709e+00°)
1.75785785785786e+10	(-6.29832021940500e-01dB,-9.82522363996934e+00°)
1.76276276276276e+10	(-6.29434367846619e-01dB,-1.08504262385688e+01°)
1.76766766766767e+10	(-6.29001243284259e-01dB,-1.18757262596924e+01°)
1.77257257257257e+10	(-6.28532965735522e-01dB,-1.29011318696938e+01°)
1.77747747747748e+10	(-6.28029894258604e-01dB,-1.39266512070335e+01°)
1.78238238238238e+10	(-6.27492429568142e-01dB,-1.49522923733381e+01°)
1.78728728728729e+10	(-6.26921014073369e-01dB,-1.59780634243951e+01°)
1.79219219219219e+10	(-6.26316131873490e-01dB,-1.70039723610822e+01°)
1.79709709709710e+10	(-6.25678308709682e-01dB,-1.80300271202450e+01°)
1.80200200200200e+10	(-6.25008111873019e-01dB,-1.90562355655269e+01°)
1.80690690690691e+10	(-6.24306150068012e-01dB,-2.00826054781649e+01°)
1.81181181181181e+10	(-6.23573073230941e-01dB,-2.11091445477560e+01°)
1.81671671671672e+10	(-6.22809572302728e-01dB,-2.21358603630021e+01°)
1.82162162162162e+10	(-6.22016378955728e-01dB,-2.31627604024476e+01°)
1.82652652652653e+10	(-6.21194265274154e-01dB,-2.41898520252143e+01°)
