Freq.	S22(V1)
5.21821821821822e+09	(-2.51187480281903e+01dB,-1.70451625351111e+02°)
5.26726726726727e+09	(-2.51059927257104e+01dB,-1.72069616619899e+02°)
5.31631631631632e+09	(-2.50931089121955e+01dB,-1.73682649202078e+02°)
5.36536536536537e+09	(-2.50801298553621e+01dB,-1.75290618453543e+02°)
5.41441441441441e+09	(-2.50670893876282e+01dB,-1.76893426854280e+02°)
5.46346346346346e+09	(-2.50540218576105e+01dB,-1.78490984012920e+02°)
5.51251251251251e+09	(-2.50409620830769e+01dB,1.79916793348651e+02°)
5.56156156156156e+09	(-2.50279453055180e+01dB,1.78329981429706e+02°)
5.61061061061061e+09	(-2.50150071465492e+01dB,1.76748649402696e+02°)
5.65965965965966e+09	(-2.50021835662507e+01dB,1.75172859482062e+02°)
5.70870870870871e+09	(-2.49895108236297e+01dB,1.73602667008147e+02°)
5.75775775775776e+09	(-2.49770254392755e+01dB,1.72038120545540e+02°)
5.80680680680681e+09	(-2.49647641603482e+01dB,1.70479261994172e+02°)
5.85585585585586e+09	(-2.49527639279695e+01dB,1.68926126712079e+02°)
5.90490490490491e+09	(-2.49410618470972e+01dB,1.67378743648539e+02°)
5.95395395395395e+09	(-2.49296951589294e+01dB,1.65837135486489e+02°)
6.00300300300300e+09	(-2.49187012159017e+01dB,1.64301318792745e+02°)
6.05205205205205e+09	(-2.49081174592888e+01dB,1.62771304175171e+02°)
6.10110110110110e+09	(-2.48979813994524e+01dB,1.61247096445333e+02°)
6.15015015015015e+09	(-2.48883305987291e+01dB,1.59728694785780e+02°)
6.19919919919920e+09	(-2.48792026569754e+01dB,1.58216092920663e+02°)
6.24824824824825e+09	(-2.48706351997483e+01dB,1.56709279288938e+02°)
6.29729729729730e+09	(-2.48626658691217e+01dB,1.55208237218880e+02°)
6.34634634634635e+09	(-2.48553323171149e+01dB,1.53712945103200e+02°)
6.39539539539540e+09	(-2.48486722017084e+01dB,1.52223376573758e+02°)
6.44444444444444e+09	(-2.48427231854190e+01dB,1.50739500675241e+02°)
6.49349349349349e+09	(-2.48375229364096e+01dB,1.49261282036688e+02°)
6.54254254254254e+09	(-2.48331091321012e+01dB,1.47788681040557e+02°)
6.59159159159159e+09	(-2.48295194652486e+01dB,1.46321653988275e+02°)
6.64064064064064e+09	(-2.48267916524604e+01dB,1.44860153261972e+02°)
6.68968968968969e+09	(-2.48249634451178e+01dB,1.43404127481511e+02°)
6.73873873873874e+09	(-2.48240726426863e+01dB,1.41953521656583e+02°)
6.78778778778779e+09	(-2.48241571083697e+01dB,1.40508277332986e+02°)
6.83683683683684e+09	(-2.48252547871052e+01dB,1.39068332733166e+02°)
6.88588588588589e+09	(-2.48274037258781e+01dB,1.37633622889848e+02°)
6.93493493493493e+09	(-2.48306420963403e+01dB,1.36204079773187e+02°)
6.98398398398398e+09	(-2.48350082197315e+01dB,1.34779632410333e+02°)
7.03303303303303e+09	(-2.48405405941117e+01dB,1.33360206997521e+02°)
7.08208208208208e+09	(-2.48472779239019e+01dB,1.31945727004190e+02°)
7.13113113113113e+09	(-2.48552591517659e+01dB,1.30536113268756e+02°)
7.18018018018018e+09	(-2.48645234928482e+01dB,1.29131284085841e+02°)
7.22922922922923e+09	(-2.48751104714155e+01dB,1.27731155284604e+02°)
7.27827827827828e+09	(-2.48870599599441e+01dB,1.26335640297838e+02°)
7.32732732732733e+09	(-2.49004122207169e+01dB,1.24944650221555e+02°)
7.37637637637638e+09	(-2.49152079499990e+01dB,1.23558093864755e+02°)
7.42542542542543e+09	(-2.49314883248799e+01dB,1.22175877789036e+02°)
7.47447447447447e+09	(-2.49492950528803e+01dB,1.20797906337649e+02°)
7.52352352352352e+09	(-2.49686704244419e+01dB,1.19424081653716e+02°)
7.57257257257257e+09	(-2.49896573684303e+01dB,1.18054303687070e+02°)
7.62162162162162e+09	(-2.50122995107967e+01dB,1.16688470189421e+02°)
7.67067067067067e+09	(-2.50366412365760e+01dB,1.15326476697261e+02°)
7.71971971971972e+09	(-2.50627277554072e+01dB,1.13968216501944e+02°)
7.76876876876877e+09	(-2.50906051707804e+01dB,1.12613580606403e+02°)
7.81781781781782e+09	(-2.51203205532621e+01dB,1.11262457667839e+02°)
7.86686686686687e+09	(-2.51519220179512e+01dB,1.09914733925526e+02°)
7.91591591591592e+09	(-2.51854588064623e+01dB,1.08570293112973e+02°)
7.96496496496496e+09	(-2.52209813737580e+01dB,1.07229016353461e+02°)
8.01401401401401e+09	(-2.52585414801920e+01dB,1.05890782037906e+02°)
8.06306306306306e+09	(-2.52981922891588e+01dB,1.04555465683819e+02°)
8.11211211211211e+09	(-2.53399884707849e+01dB,1.03222939773993e+02°)
8.16116116116116e+09	(-2.53839863121498e+01dB,1.01893073573483e+02°)
8.21021021021021e+09	(-2.54302438345742e+01dB,1.00565732923049e+02°)
8.25925925925926e+09	(-2.54788209185652e+01dB,9.92407800072223e+01°)
8.30830830830831e+09	(-2.55297794370626e+01dB,9.79180730947190e+01°)
8.35735735735736e+09	(-2.55831833977320e+01dB,9.65974662488519e+01°)
8.40640640640641e+09	(-2.56390990950880e+01dB,9.52788090050314e+01°)
8.45545545545546e+09	(-2.56975952733358e+01dB,9.39619460123143e+01°)
8.50450450450450e+09	(-2.57587433009209e+01dB,9.26467166353502e+01°)
8.55355355355355e+09	(-2.58226173578775e+01dB,9.13329545127527e+01°)
8.60260260260260e+09	(-2.58892946371733e+01dB,9.00204870672495e+01°)
8.65165165165165e+09	(-2.59588555614259e+01dB,8.87091349624500e+01°)
8.70070070070070e+09	(-2.60313840164515e+01dB,8.73987115002494e+01°)
8.74974974974975e+09	(-2.61069676033630e+01dB,8.60890219521917e+01°)
8.79879879879880e+09	(-2.61856979110433e+01dB,8.47798628169819e+01°)
8.84784784784785e+09	(-2.62676708111045e+01dB,8.34710209953762e+01°)
8.89689689689690e+09	(-2.63529867776712e+01dB,8.21622728723485e+01°)
8.94594594594595e+09	(-2.64417512345922e+01dB,8.08533832949079e+01°)
8.99499499499500e+09	(-2.65340749330398e+01dB,7.95441044322176e+01°)
9.04404404404404e+09	(-2.66300743628095e+01dB,7.82341745026195e+01°)
9.09309309309309e+09	(-2.67298722010365e+01dB,7.69233163497916e+01°)
9.14214214214214e+09	(-2.68335978025809e+01dB,7.56112358474445e+01°)
9.19119119119119e+09	(-2.69413877368120e+01dB,7.42976201085210e+01°)
9.24024024024024e+09	(-2.70533863762382e+01dB,7.29821354711974e+01°)
9.28928928928929e+09	(-2.71697465431015e+01dB,7.16644252290307e+01°)
9.33833833833834e+09	(-2.72906302209294e+01dB,7.03441070671550e+01°)
9.38738738738739e+09	(-2.74162093390312e+01dB,6.90207701598104e+01°)
9.43643643643644e+09	(-2.75466666390350e+01dB,6.76939718764859e+01°)
9.48548548548549e+09	(-2.76821966338957e+01dB,6.63632340343041e+01°)
9.53453453453453e+09	(-2.78230066713534e+01dB,6.50280386227448e+01°)
9.58358358358358e+09	(-2.79693181156015e+01dB,6.36878229127780e+01°)
9.63263263263263e+09	(-2.81213676630358e+01dB,6.23419738452022e+01°)
9.68168168168168e+09	(-2.82794088104001e+01dB,6.09898215722495e+01°)
9.73073073073073e+09	(-2.84437134965491e+01dB,5.96306320006020e+01°)
9.77977977977978e+09	(-2.86145739424294e+01dB,5.82635981524311e+01°)
