"Freq [GHz]","dB(St(1,1)) [] - g='14.5um'","dB(St(1,1)) [] - g='16.5um'","dB(St(1,1)) [] - g='17.5um'","dB(St(1,1)) [] - g='18.5um'","dB(St(1,1)) [] - g='19.5um'","dB(St(1,1)) [] - g='20.5um'","dB(St(1,1)) [] - g='21.5um'","dB(St(1,1)) [] - g='22.5um'","dB(St(1,1)) [] - g='23.5um'","dB(St(1,1)) [] - g='25.5um'"
14.4,-22.7084793372744,-23.1444149325565,-21.316559335049,-24.5875748320085,-23.0348473904828,-19.3878390990277,-22.0870325208436,-24.0239990875495,-20.9378112968105,-23.1226687012565
14.5,-22.7144424654434,-23.1529439750731,-21.3164005193197,-24.5969433242381,-23.0452797202986,-19.3821273516746,-22.0860491766218,-24.0297398809244,-20.9441061950368,-23.127863995927
14.6,-22.7213441834154,-23.1624472185023,-21.3171297006333,-24.6072509687004,-23.0567235042087,-19.377208534168,-22.0859084639116,-24.0363962589678,-20.9513560718417,-23.1339751500112
14.7,-22.7291844109655,-23.1729249072316,-21.3187447010646,-24.6184968473458,-23.0691794160816,-19.3730794901931,-22.0866076659263,-24.0439671152568,-20.9595598888061,-23.1410004697724
14.8,-22.7379632755988,-23.1843774860954,-21.3212434890289,-24.6306802378446,-23.0826483864372,-19.3697372188894,-22.0881442258718,-24.0524515568937,-20.9687168088665,-23.1489384692592
14.9,-22.7476811100224,-23.1968055981284,-21.3246241798037,-24.6438006117049,-23.0971316025704,-19.3671788721896,-22.0905157452212,-24.0618489032746,-20.9788261953495,-23.1577878699961
15,-22.7583384498163,-23.2102100825202,-21.3288850361419,-24.6578576325461,-23.1126305088927,-19.3654017522706,-22.0937199821139,-24.0721586850122,-20.9898876111561,-23.1675476007541
15.1,-22.7699360313063,-23.224591972769,-21.3340244689658,-24.6728511545282,-23.1291468074951,-19.3644033091146,-22.0977548498753,-24.0833806430108,-21.0019008180966,-23.1782167974011
15.2,-22.782474789636,-23.2399524950355,-21.3400410381367,-24.6887812209371,-23.1466824589361,-19.3641811381781,-22.1026184156545,-24.0955147276936,-21.0148657763737,-23.1897948028302
15.3,-22.7959558570399,-23.2562930666937,-21.3469334532914,-24.7056480629272,-23.1652396832553,-19.3647329781663,-22.1083088991757,-24.1085610983825,-21.0287826442129,-23.2022811669649
15.4,-22.8103805613175,-23.2736152950805,-21.3547005747421,-24.7234520984216,-23.1848209612198,-19.3660567089105,-22.1148246716029,-24.1225201228297,-21.0436517776405,-23.2156756468405
15.5,-22.8257504245094,-23.2919209764425,-21.3633414144336,-24.7421939311722,-23.2054290358046,-19.3681503493474,-22.1221642545119,-24.1373923769034,-21.0594737304078,-23.2299782067632
15.6,-22.842067161777,-23.3112120950802,-21.3728551369534,-24.7618743499807,-23.2270669139145,-19.3710120555981,-22.1303263189705,-24.1531786444262,-21.0762492540622,-23.2451890185451
15.7,-22.8593326804868,-23.3314908226906,-21.3832410605926,-24.7824943280827,-23.2497378683502,-19.3746401191454,-22.1393096847222,-24.1698799171689,-21.0939792981643,-23.2613084618178
15.8,-22.8775584239697,-23.352769248068,-21.3945072005778,-24.8040642583112,-23.2734556397759,-19.3790404488819,-22.1491213526405,-24.1875063909444,-21.1126743929011,-23.2783460459406
15.9,-22.8967373852669,-23.3750402388501,-21.4066446396969,-24.8265762752398,-23.2982139184249,-19.3842040928862,-22.1597523903807,-24.2060505091249,-21.1323265325357,-23.2962936652092
16,-22.9168720503382,-23.3983065322504,-21.4196531686616,-24.8500319085755,-23.3240167969528,-19.3901297424064,-22.1712020639798,-24.2255138947871,-21.1529372691171,-23.3151523313307
16.1,-22.9379650957797,-23.4225710522531,-21.4335327366337,-24.874432871687,-23.3508686444808,-19.396816217671,-22.1834697858831,-24.2458983805394,-21.1745083550902,-23.3349232659187
16.2,-22.9600193889752,-23.4478369099657,-21.4482834525102,-24.899781061854,-23.3787741099025,-19.4042624665448,-22.1965551146296,-24.2672060093239,-21.1970417442636,-23.3556079012242
16.3,-22.9830379884685,-23.4741074041744,-21.4639055862523,-24.926078560699,-23.4077381254802,-19.4124675632791,-22.2104577546315,-24.2894390353851,-21.2205395929294,-23.3772078809576
16.4,-23.0070241445596,-23.5013860221066,-21.4803995702575,-24.9533276348061,-23.4377659107405,-19.4214307073535,-22.2251775560483,-24.3125999254092,-21.2450042611377,-23.399725061204
16.5,-23.0319813001282,-23.529676440399,-21.4977660007784,-24.9815307365319,-23.4688629766805,-19.4311512224102,-22.2407145147542,-24.3366913598386,-21.2704383141274,-23.423161511436
16.6,-23.0579130916909,-23.5589825262752,-21.5160056393876,-25.0106905050129,-23.5010351302931,-19.4416285552808,-22.2570687723984,-24.3617162343629,-21.296844523915,-23.447519515628
16.7,-23.0848233506944,-23.5893083389349,-21.5351194144923,-25.0408097673767,-23.5342884794264,-19.4528622751057,-22.2742406165577,-24.3876776615929,-21.3242258710444,-23.4728015734765
16.8,-23.1127161050518,-23.6206581311554,-21.5551084229011,-25.0718915401622,-23.5686294379875,-19.464852072546,-22.2922304809807,-24.4145789729206,-21.3525855465013,-23.4990104017308
16.9,-23.1415955809253,-23.6530363511098,-21.575973931446,-25.1039390309561,-23.6040647315046,-19.4775977590894,-22.3110389459239,-24.4424237205714,-21.3819269537933,-23.52614893564
17,-23.1714662047638,-23.6864476444023,-21.5977173786619,-25.1369556402527,-23.6406014030635,-19.4910992664494,-22.33066673858,-24.4712156798521,-21.4122537112008,-23.5542203305208
17.1,-23.2023326055985,-23.720896856325,-21.6203403765293,-25.1709449635462,-23.6782468196308,-19.5053566460595,-22.3511147335972,-24.5009588516016,-21.4435696542004,-23.5832279634526
17.2,-23.2341996176065,-23.7563890343387,-21.6438447122827,-25.2059107936622,-23.7170086787841,-19.5203700686642,-22.3723839536914,-24.5316574648499,-21.4758788380667,-23.613175435106
17.3,-23.2670722829467,-23.792929430779,-21.6682323502899,-25.2418571233397,-23.7568950158629,-19.5361398240056,-22.3944755703504,-24.5633159796923,-21.5091855406539,-23.6440665717118
17.4,-23.3009558548772,-23.8305235057937,-21.6935054340067,-25.2787881480727,-23.7979142115624,-19.5526663206102,-22.4173909046315,-24.5959390903846,-21.5434942653646,-23.6759054271765
17.5,-23.3358558011626,-23.8691769305119,-21.7196662880119,-25.3167082692223,-23.8400749999874,-19.569950085675,-22.4411314280525,-24.629531728668,-21.5788097443065,-23.7086962853529
17.6,-23.3717778077782,-23.9088955904499,-21.7467174201291,-25.3556220974115,-23.8833864771894,-19.5879917650564,-22.4656987635779,-24.664099067331,-21.6151369416457,-23.7424436624731
17.7,-23.4087277829227,-23.949685589157,-21.7746615236393,-25.3955344562155,-23.9278581102091,-19.6067921233628,-22.4910946867004,-24.6996465240166,-21.6524810571591,-23.7771523097529
17.8,-23.4467118613478,-23.9915532521046,-21.8035014795916,-25.4364503861608,-23.9734997466477,-19.6263520441549,-22.5173211266191,-24.7361797652836,-21.6908475299915,-23.8128272161751
17.9,-23.4857364090159,-24.0345051308228,-21.8332403592178,-25.4783751490491,-24.0203216247944,-19.6466725302551,-22.544380167516,-24.7737047109326,-21.7302420426247,-23.8494736114629
18,-23.5258080280975,-24.0785480072876,-21.8638814264584,-25.521314232621,-24.0683343843365,-19.6677547041696,-22.5722740499325,-24.812227538605,-21.7706705250626,-23.8870969692523
18.1,-23.56693356232,-24.1236888985639,-21.895428140605,-25.5652733555785,-24.1175490776818,-19.689599808627,-22.6010051722461,-24.8517546886675,-21.8121391592397,-23.925703010473
18.2,-23.6091253396149,-24.1699405164058,-21.927888635294,-25.6102635326712,-24.1679831882835,-19.7122129610193,-22.6305802221848,-24.8922978595632,-21.8546595467647,-23.9653025837432
18.3,-23.6523908139971,-24.2173104748225,-21.9612668275332,-25.6562910540625,-24.2196488088652,-19.7355956697991,-22.6610019601965,-24.9338641376582,-21.8982384880392,-24.005902009136
18.4,-23.6967323955882,-24.2658011152275,-21.9955623280014,-25.7033573426578,-24.2725523685704,-19.7597457996716,-22.6922691558756,-24.9764558352803,-21.9428778263623,-24.0475029326003
18.5,-23.742157963136,-24.3154204541652,-22.0307794124139,-25.7514691065443,-24.3267067109362,-19.7846650856397,-22.724384860538,-25.0200805069334,-21.9885848080492,-24.0901121102381
18.6,-23.7886756697532,-24.3661767706925,-22.066922567214,-25.800633316274,-24.3821251597792,-19.8103553875619,-22.7573522923893,-25.0647459992203,-22.0353669571932,-24.1337365660829
18.7,-23.8362939507114,-24.418078612656,-22.1039964930948,-25.8508572125283,-24.4388215349708,-19.8368186914926,-22.7911748386577,-25.1104604577186,-22.0832320815744,-24.1783835970031
18.8,-23.8850215317049,-24.4711348032563,-22.1420061086967,-25.9021483143212,-24.4968101690982,-19.8640571111754,-22.8258560578457,-25.1572323342398,-22.1321882788436,-24.2240607779077
18.9,-23.9348674376047,-24.5253544479028,-22.1809565544913,-25.9545144277747,-24.5561059250606,-19.8920728897007,-22.861399682102,-25.2050703944876,-22.1822439429917,-24.2707759672678
19,-23.9858410017289,-24.5807469413655,-22.2208531968611,-26.0079636555085,-24.616724214654,-19.9208684013345,-22.8978096197167,-25.2539837261342,-22.2334077711131,-24.3185373129718
19.1,-24.0379518756543,-24.6373219752256,-22.261701632387,-26.0625044066861,-24.6786810182031,-19.9504461535298,-22.935089957745,-25.3039817473349,-22.2856887704729,-24.3673532585323
19.2,-24.0912100395989,-24.6950895456326,-22.3035076923535,-26.1181454077667,-24.7419929053016,-19.9808087891325,-22.9732449647613,-25.3550742157014,-22.3390962658872,-24.4172325496625
19.3,-24.1456258134062,-24.7540599613709,-22.3462774474838,-26.1748957140158,-24.8066770567273,-20.0119590887943,-23.012279093748,-25.4072712377565,-22.3936399074282,-24.4681842412427
19.4,-24.2012098681664,-24.8142438522394,-22.390017212917,-26.2327647218346,-24.8727512876021,-20.0438999736083,-23.0521969851243,-25.460583278893,-22.4493296784624,-24.5202177046981
19.5,-24.2579732385111,-24.8756521777504,-22.4347335534406,-26.2917621819737,-24.9402340718757,-20.0766345079831,-23.093003469918,-25.5150211738632,-22.5061759040343,-24.5733426358088
19.6,-24.315927335624,-24.9382962361499,-22.4804332889904,-26.3518982137054,-25.0091445682118,-20.1101659027761,-23.1347035730853,-25.5705961378253,-22.564189259607,-24.6275690629767
19.7,-24.3750839610132,-25.0021876737639,-22.5271235004337,-26.413183320036,-25.0795026473684,-20.1444975187064,-23.1773025169846,-25.6273197779743,-22.6233807801692,-24.6829073559739
19.8,-24.4354553210956,-25.067338494673,-22.5748115356489,-26.4756284040509,-25.1513289211644,-20.1796328700732,-23.2208057250075,-25.6852041057897,-22.6837618697224,-24.7393682351981
19.9,-24.4970540426501,-25.1337610707185,-22.6235050159176,-26.5392447864954,-25.2246447731373,-20.2155756288077,-23.2652188253746,-25.7442615499304,-22.7453443111592,-24.7969627814641
20,-24.5598931892018,-25.2014681518417,-22.6732118426458,-26.6040442247062,-25.299472391,-20.2523296288919,-23.3105476551003,-25.8045049698124,-22.808140276544,-24.8557024463596
20.1,-24.6239862784081,-25.2704728767571,-22.7239402044306,-26.6700389330266,-25.3758348010183,-20.2898988711815,-23.3567982641338,-25.865947669906,-22.872162337811,-24.9155990631983
20.2,-24.689347300524,-25.3407887839601,-22.7756985844908,-26.73724160485,-25.4537559044352,-20.3282875286773,-23.4039769196814,-25.9286034147914,-22.9374234778882,-24.976664858602
20.3,-24.7559907380366,-25.4124298230673,-22.8284957684804,-26.8056654364612,-25.5332605160827,-20.3674999522955,-23.4520901107191,-25.9924864450144,-23.003937102263,-25.0389124647482
20.4,-24.8239315865671,-25.4854103664876,-22.8823408527045,-26.8753241528635,-25.6143744053305,-20.4075406771959,-23.5011445527001,-26.0576114937872,-23.0717170510002,-25.1023549323208
20.5,-24.8931853771545,-25.5597452214179,-22.9372432527591,-26.9462320358074,-25.6971243395347,-20.4484144297369,-23.5511471924664,-26.1239938045829,-23.1407776112245,-25.1670057442035
20.6,-24.9637682000482,-25.6354496421596,-22.9932127126171,-27.0184039542678,-25.7815381301618,-20.4901261351386,-23.6021052133722,-26.1916491496722,-23.2111335300809,-25.2328788299588
20.7,-25.0357100908087,-25.712553080776,-23.0502699754389,-27.0918680983417,-25.8676615684867,-20.5326892432866,-23.6540355542423,-26.2606066540108,-23.2828130291998,-25.3000008493745
20.8,-25.109015320188,-25.7910583063921,-23.1084150172146,-27.1666282370742,-25.9555084181047,-20.5761008932584,-23.7069365264416,-26.3308707387475,-23.3558191271686,-25.3683746992692
20.9,-25.1837018352818,-25.8709820056691,-23.1676586368393,-27.2427012338277,-26.0451099648933,-20.6203666681922,-23.760816063178,-26.4024589014046,-23.430168048514,-25.4380157591945
21,-25.2597882572119,-25.9523413650945,-23.2280120033132,-27.3201046936202,-26.1364987564942,-20.6654923904738,-23.8156823571879,-26.4753892539367,-23.5058765351926,-25.5089399228205
21.1,-25.3372939152945,-26.0351540846886,-23.2894866674663,-27.398857011214,-26.2297086652219,-20.7114841348357,-23.8715438670639,-26.5496805469494,-23.582961862124,-25.5811636171409
21.2,-25.416238884036,-26.1194383919111,-23.3520945742957,-27.47897742415,-26.3247749550927,-20.758348243089,-23.9284093238517,-26.6253521952579,-23.6614418532598,-25.654703822792
21.3,-25.4966440233142,-26.2052130557244,-23.4158480759467,-27.5604860713996,-26.4217343532921,-20.806091340762,-23.9862877379289,-26.7024243048686,-23.7413348981956,-25.7295780955519
21.4,-25.5785310221702,-26.2924974007637,-23.4807599453758,-27.6434040584142,-26.5206251264298,-20.854720355978,-24.045188406176,-26.7809177014745,-23.8226599693284,-25.8058045890954
21.5,-25.6619224467108,-26.3813113215503,-23.5468433907314,-27.7277535294848,-26.6214871619637,-20.904242540975,-24.105120919453,-26.8608539605588,-23.9054366395608,-25.8834020790799
21.6,-25.7468417927175,-26.4716752966718,-23.6141120704934,-27.8135577484801,-26.7243620552105,-20.9546654967569,-24.1660951703956,-26.942255439212,-23.9896851005504,-25.9623899886499
21.7,-25.833313543673,-26.5636104028317,-23.682580109415,-27.900841189222,-26.8292932023994,-21.0059972014769,-24.228121361543,-27.0251453097728,-24.0754261814984,-26.0427884154469
21.8,-25.9213632350587,-26.6571383286561,-23.7522621153117,-27.9896296369767,-26.9363259002738,-21.0582460432926,-24.2912100138155,-27.1095475954132,-24.1626813684686,-26.124618160225
21.9,-26.0110175259518,-26.752281388111,-23.8231731967477,-28.079950302815,-27.0455074527901,-21.111420858605,-24.3553719753532,-27.1954872077987,-24.2514728242224,-26.2079007571743
22,-26.1023042791693,-26.8490625333588,-23.89532898167,-28.171831952915,-27.1568872855235,-21.1655309768159,-24.4206184307365,-27.2829899869616,-24.3418234085483,-26.2926585060671
22.1,-26.1952526514768,-26.9475053668395,-23.9687456370485,-28.2653050552756,-27.2705170684492,-21.2205862730183,-24.4869609106022,-27.3720827435401,-24.4337566990597,-26.3789145063465
22.2,-26.2898931957212,-27.0476341523134,-24.0434398895797,-28.3604019467801,-27.3864508478379,-21.2765972303982,-24.554411301676,-27.4627933035463,-24.5272970124265,-26.4666926932894
22.3,-26.3862579771754,-27.1494738245455,-24.1194290475198,-28.4571570241271,-27.5047451880825,-21.3335750145866,-24.6229818572385,-27.5551505558398,-24.6224694259943,-26.5560178763862
22.4,-26.4843807069248,-27.2530499972333,-24.1967310237139,-28.555606962838,-27.6254593243582,-21.3915315628071,-24.6926852080465,-27.6491845024997,-24.7192997997365,-26.6469157800899
22.5,-26.5842968958166,-27.3583889686922,-24.2753643598966,-28.6557909694035,-27.7486553271194,-21.4504796914453,-24.7635343737305,-27.7449263123009,-24.8178147984709,-26.7394130870997
22.6,-26.6860440333754,-27.4655177246951,-24.3553482523416,-28.7577510726602,-27.874398279542,-21.510433226698,-24.8355427746902,-27.8424083775225,-24.9180419142574,-26.8335374843611
22.7,-26.7896617972263,-27.5744639377219,-24.4367025789464,-28.8615324617465,-28.0027564691498,-21.5714071643119,-24.9087242445127,-27.9416643743315,-25.0200094888755,-26.929317711975
22.8,-26.8951923000362,-27.6852559616968,-24.5194479278407,-28.9671838795164,-28.1338015949988,-21.6334178662219,-24.9830930429371,-28.0427293270098,-25.123746736261,-27.0267836152297
22.9,-27.0026803828996,-27.7979228210671,-24.6036056276204,-29.0747580821487,-28.2676089919567,-21.6964833042943,-25.0586638693941,-28.1456396763123,-25.2292837647563,-27.125966199984
23,-27.1121739666021,-27.9124941927992,-24.6891977793078,-29.184312377938,-28.4042578737919,-21.7606233645985,-25.1354518771447,-28.2504333522745,-25.3366515990035,-27.2268976916534
23.1,-27.2237348288322,-28.0290100151606,-24.776254550223,-29.2959196069927,-28.5438463633229,-21.8258657277992,-25.2134788100015,-28.3571594785844,-25.4458914935645,-27.3296205058321
23.2,-27.337419278866,-28.1475016317784,-24.8648000447504,-29.4096492804709,-28.6864635803553,-21.8922357660996,-25.2927610133205,-28.4658598201266,-25.557036857697,-27.4341700228806
23.3,-27.4532774747466,-28.2679909954176,-24.954851772007,-29.525566843154,-28.8321878502698,-21.9597565794614,-25.3733090632142,-28.5765678839809,-25.6701124835548,-27.5405738229525
23.4,-27.5713751297318,-28.3905100094751,-25.0464353084855,-29.6437556664801,-28.9811169375869,-22.0284608758454,-25.4551400979453,-28.6893284421681,-25.7851532934721,-27.6488697266675
23.5,-27.691784411803,-28.5150909488722,-25.1395771948314,-29.7643082849229,-29.1333540746102,-22.0983866348762,-25.5382717910904,-28.8041882040009,-25.9021952221027,-27.7590971368815
23.6,-27.8145851852107,-28.6417663404825,-25.234304981032,-29.8873278834892,-29.2890083689421,-22.169578466181,-25.6227223699991,-28.9211959243929,-26.0212752302166,-27.8712971262539
23.7,-27.9398665872062,-28.770568809003,-25.3306472743593,-30.0129300603934,-29.4481952497774,-22.2420893920655,-25.7085106350961,-29.0404025198575,-26.1424313156478,-27.9855125309731
23.8,-28.06772904828,-28.9015308794406,-25.4286337902649,-30.1412449074507,-29.6110369574987,-22.3159831992394,-25.7956559800711,-29.1618611928513,-26.265702520759,-28.1017880511566
23.9,-28.1982869040315,-29.0346847250909,-25.5282954064392,-30.2724194467092,-29.7776630817209,-22.3913375519704,-25.8841784130004,-29.2856275651852,-26.3911289356787,-28.2201703584917
24,-28.3316718027777,-29.1700618469999,-25.629664220271,-30.4066204462548,-29.9482111536667,-22.4682481156118,-25.9740985784459,-29.4117598212972,-26.5187516964441,-28.3407082117414
24.1,-28.4680371922514,-29.3076926672789,-25.7327736099568,-30.5440376000622,-30.1228272996093,-22.546833995385,-26.0654377805827,-29.5403188622664,-26.6486129770368,-28.463452580803
24.2,-28.6075642814834,-29.4476060141194,-25.8376582995394,-30.6848869762385,-30.3016669631125,-22.6272448202656,-26.1582180074065,-29.6713684715384,-26.7807559741325,-28.58845678008
24.3,-28.7504700349053,-29.5898284707424,-25.9443544281723,-30.8294144788072,-30.4848957049735,-22.7096697149118,-26.2524619560743,-29.8049754934355,-26.9152248831878,-28.7157766120073
24.4,-28.8970179855274,-29.734383553606,-26.0528996239414,-30.9778987649128,-30.6726900911481,-22.7943480048424,-26.3481930594377,-29.941210025643,-27.0520648642625,-28.8454705216606
24.5,-29.0475329806778,-29.8812906767867,-26.1633330825974,-31.1306524947714,-30.8652386805682,-22.8815803278156,-26.4454355138268,-30.0801456269933,-27.1913219957107,-28.9775997634827
24.6,-29.2024214317804,-30.0305638493709,-26.2756956515948,-31.2880197580808,-31.0627431266878,-22.9717358530503,-26.5442143081493,-30.2218595420159,-27.3330432135659,-29.1122285812733
24.7,-29.3621992629657,-30.1822100408791,-26.390029919861,-31.4503656572617,-31.2654194088934,-23.0652444501304,-26.6445552543695,-30.3664329438894,-27.4772762340894,-29.2494244027181
24.8,-29.5275305488468,-30.336227136318,-26.5063803137672,-31.6180507333121,-31.4734992126485,-23.1625482806187,-26.7464850194363,-30.5139511976206,-27.6240694565347,-29.3892580498806
24.9,-29.6992807014509,-30.4926013879028,-26.624793199815,-31.7913772690169,-31.6872314805351,-23.263961613556,-26.8500311587318,-30.6645041454866,-27.773471842697,-29.5318039672439
25,-29.8785885965456,-30.6513042559234,-26.7453169946021,-31.9704853222731,-31.9068841603057,-23.3693567815667,-26.9552221511162,-30.8181864170218,-27.9255327692567,-29.6771404690787
25.1,-30.0669609540914,-30.8122885187177,-26.8680022826905,-32.1551629580466,-32.1327461808459,-23.4776084200281,-27.0620874356441,-30.9750977661042,-28.0803018482692,-29.8253500081279
25.2,-30.2663861809208,-30.9754835248808,-26.9929019430588,-32.344520283883,-32.3651296927591,-23.5859367601418,-27.170657450035,-31.1353434380123,-28.2378287103998,-29.9765194678409
25.3,-30.4794452071741,-31.1407894654594,-27.120071284894,-32.5364749358134,-32.6043726173754,-23.6898422343872,-27.2809636709787,-31.29903456968,-28.3981627446157,-30.1307404806712
25.4,-30.7093441685678,-31.3080705687983,-27.2495681935539,-32.7270513586388,-32.8508415566903,-23.7847040805537,-27.3930386563615,-31.4662886267907,-28.5613527870337,-30.2881097752683
25.5,-30.9596704400881,-31.4771471785673,-27.3814532876197,-32.9097000319742,-33.104935127463,-23.8687637056119,-27.5069160894991,-31.6372298818193,-28.727446750432,-30.4487295557614
25.6,-31.233667161494,-31.6477992871634,-27.5158147690302,-33.0750262698774,-33.3671713876374,-23.9446047687267,-27.6226491877095,-31.8120287260567,-28.8965205460257,-30.6127419508437
25.7,-31.5309738223655,-31.8197122103523,-27.6526959053847,-33.2132889757075,-33.6379514731126,-24.0174356380662,-27.7402563818778,-31.9907887227716,-29.0685902913739,-30.7802296961428
25.8,-31.843780815422,-31.9925158012843,-27.7921666828561,-33.3185302931545,-33.9177969924579,-24.0917096242529,-27.8597750558463,-32.1736581769293,-29.2436980649518,-30.9513142849887
25.9,-32.1520090062302,-32.1657574991204,-27.9343005905623,-33.3936942318449,-34.2072812111306,-24.1699169622187,-27.981243919711,-32.3607946532293,-29.4218826931143,-31.1261246267287
26,-32.4255709227959,-32.338895046091,-28.079174851633,-33.4515110112703,-34.5070361132083,-24.2528888533719,-28.1047030655223,-32.5523657463213,-29.6031788932231,-31.3047976545438
26.1,-32.6398126322606,-32.5112932509657,-28.2268706735407,-33.5090714977148,-34.8177607155228,-24.3405455918238,-28.2301940255138,-32.7485499319755,-29.7876162682561,-31.4874789965261
26.2,-32.7935220814203,-32.6822272509606,-28.377473519638,-33.5804078313158,-35.1402309101768,-24.4324554352767,-28.3577598329298,-32.9495375095278,-29.9752181292567,-31.6743237180826
26.3,-32.9083346281351,-32.8508949655965,-28.5310734040796,-33.6727548217921,-35.4753111847798,-24.5281248445854,-28.4874450855161,-33.1555316474669,-30.1660001185541,-31.8654971449556
26.4,-33.0114210225711,-33.0164411438044,-28.687765212567,-33.7873246862048,-35.8239686661278,-24.6271150447447,-28.6192960117242,-33.3667495458525,-30.3599686028961,-32.0611757775974
26.5,-33.1219572559392,-33.1779942701066,-28.8476490516572,-33.9219210797395,-36.1872900609202,-24.7290735853204,-28.7533605396614,-33.583423731381,-30.5571188015109,-32.2615483093387
26.6,-33.2489832980531,-33.334715413633,-29.0108306297155,-34.0731730638951,-36.5665022384226,-24.8337315486168,-28.889688368799,-33.8058035034339,-30.7574326097026,-32.4668167628148
26.7,-33.3948198217443,-33.4858549804311,-29.1774216729882,-34.2377755069426,-36.962997432038,-24.9408900051735,-29.0283310444206,-34.0341565524162,-30.960876074009,-32.6771977615245
26.8,-33.5585915610276,-33.6308098708236,-29.3475403807178,-34.4129685950954,-37.3783643547168,-25.0504052478797,-29.1693420347586,-34.2687707752097,-31.1673964703761,-32.8929239562653
26.9,-33.7383354917595,-33.7691708806732,-29.5213119237385,-34.5966161240762,-37.814426964352,-25.1621760170172,-29.3127768107209,-34.5099563167507,-31.3769189325308,-33.1142456296491
27,-33.9319736307692,-33.9007496739456,-29.6988689915869,-34.787123998598,-38.2732932358967,-25.276133379459,-29.4586929280525,-34.7580478717187,-31.5893425741703,-33.3414325060508
27.1,-34.1376685520172,-34.0255772414949,-29.880352393846,-34.9833190244911,-38.757417182788,-25.3922330262072,-29.6071501117093,-35.0134072862679,-31.8045360463601,-33.5747757993765
27.2,-34.3539012945009,-34.1438713013776,-30.0659117222325,-35.1843358128055,-39.269678655134,-25.510449519094,-29.7582103421319,-35.2764265068416,-32.022332471496,-33.814590537155
27.3,-34.5794425117643,-34.2559770907919,-30.2557060808597,-35.3895254725095,-39.8134873385371,-25.6307720264069,-29.9119379429998,-35.5475309316347,-32.2425236985211,-34.0612182069205
27.4,-34.8132916519119,-34.3622921008038,-30.4499048931725,-35.5983862424799,-40.3929202302858,-25.7532011673921,-30.0683996699173,-35.8271832305018,-32.4648538323823,-34.3150297800341
27.5,-35.0546132148856,-34.4631884047755,-30.6486887952976,-35.810512031238,-41.0129062515612,-25.8777466732436,-30.2276647993142,-36.1158877114098,-32.6890120060197,-34.5764291794125
27.6,-35.3026794015206,-34.5589454842691,-30.8522506270034,-36.0255543298701,-41.6794785399772,-26.0044256470035,-30.3898052166493,-36.4141953263293,-32.9146243881206,-34.8458572716949
27.7,-35.5568206560733,-34.6497025806859,-31.0607965331645,-36.2431936537152,-42.4001260596825,-26.1332612629828,-30.5548955027567,-36.7227094272434,-33.1412454576425,-35.1237964819448
27.8,-35.8163828844455,-34.7354343355667,-31.2745471906232,-36.4631175783664,-43.1842945287208,-26.2642817896486,-30.7230130168736,-37.0420924042882,-33.3683486304538,-35.4107761510618
27.9,-36.0806894631243,-34.8159486444101,-31.4937391776877,-36.6850032406237,-44.0441179620188,-26.3975198515032,-30.8942379745244,-37.3730733635537,-33.595316398473,-35.7073787840245
28,-36.3490219091768,-34.8908728822936,-31.7186557572082,-36.9085088412671,-44.9960685426385,-26.5330231111635,-31.0686695793767,-37.7165221661766,-33.8214220264731,-36.0143011624995
28.1,-36.6205415484863,-34.9597328312525,-31.9495743332866,-37.1332427194489,-46.0619779461702,-26.6708319723664,-31.2463952464134,-38.0733437578385,-34.0458223738794,-36.33226679041
28.2,-36.8942758350361,-35.0219993702542,-32.1867618626627,-37.3587610215614,-47.2713534318432,-26.810978285572,-31.4274885776743,-38.4444691429492,-34.2675684556535,-36.6620192683023
28.3,-37.1691144522774,-35.077065496232,-32.4305365875259,-37.5845679734658,-48.6671478654857,-26.95350772342,-31.6120418843843,-38.8310029173741,-34.4855789043667,-37.0044446003223
28.4,-37.4437575180458,-35.1243088291523,-32.6812425715562,-37.8100981227292,-50.3132268790726,-27.0984685281358,-31.8001505434209,-39.2341790235909,-34.6986389327388,-37.3605355691941
28.5,-37.7166846193319,-35.163123547979,-32.9392525017247,-38.0347070698193,-52.3075037966113,-27.2459113489302,-31.9919129704723,-39.6553801656636,-34.9053986565867,-37.7314095471893
28.6,-37.9861267411797,-35.1929479390924,-33.2049708713173,-38.2576629448131,-54.7972048381345,-27.3958891065573,-32.1874305545566,-40.096160469996,-35.1043763308345,-38.118330179735
28.7,-38.2500437287549,-35.213287094084,-33.4788376061304,-38.4781389365392,-57.9263179536481,-27.5484568756318,-32.3868075438166,-40.5582718166217,-35.2939679356694,-38.5227339974523
28.8,-38.5061109745379,-35.2237306617893,-33.7613322073232,-38.6952073422994,-61.0895858889654,-27.7036717767754,-32.5901508701991,-41.04369416922,-35.4724645315684,-38.9462633639815
28.9,-38.7517200460474,-35.2239657644261,-34.0529784982813,-38.907835765578,-61.1080346100709,-27.8615928716253,-32.7975698978059,-41.5546699604266,-35.6380785967856,-39.3908076588791
29,-38.9839987362098,-35.21378530222,-34.3543500795527,-39.1148862373877,-57.9430169653868,-28.0222810542919,-33.0091760762414,-42.093741973085,-35.7889801117883,-39.8585552934837
29.1,-39.1998561844648,-35.1930919465657,-34.6660766160044,-39.3151181572649,-54.8124106627887,-28.1857989330899,-33.2250824760463,-42.663792874982,-35.9233424276592,-40.3520601659396
