"Freq [GHz]","dB(St(1,1)) [] - g='14.5um'","dB(St(1,1)) [] - g='16.5um'","dB(St(1,1)) [] - g='17.5um'","dB(St(1,1)) [] - g='18.5um'","dB(St(1,1)) [] - g='19.5um'","dB(St(1,1)) [] - g='20.5um'","dB(St(1,1)) [] - g='21.5um'","dB(St(1,1)) [] - g='22.5um'","dB(St(1,1)) [] - g='23.5um'","dB(St(1,1)) [] - g='25.5um'"
44,-26.1843326587901,-25.4815869562391,-27.6616647550309,-30.4327466993942,-25.7479631841201,-27.1366823651389,-28.9234925415143,-28.9521757905387,-25.174000001256,-28.4653569247963
44.1,-26.2083386347901,-25.5124641861856,-27.6839599690474,-30.4829351066397,-25.7841649099502,-27.1327134388045,-28.9454162137492,-28.9890840049284,-25.2110341617569,-28.4986179029907
44.2,-26.2336644109373,-25.5447143944447,-27.7080005027804,-30.5350007576276,-25.8218868624779,-27.1300195564723,-28.9691975252905,-29.0278106095985,-25.2497350009978,-28.5338513367257
44.3,-26.2603110022664,-25.5783436393698,-27.7337880696311,-30.5889464850348,-25.8611344195548,-27.1285820931541,-28.9948449309167,-29.0683637452665,-25.2901129847218,-28.5710588536937
44.4,-26.2882795836106,-25.6133582161523,-27.7613247089047,-30.6447751482471,-25.9019131198205,-27.1283827440801,-29.0223675694596,-29.1107518441543,-25.3321789116753,-28.6102412411445
44.5,-26.3175714882883,-25.6497646642585,-27.7906127889379,-30.7024896409671,-25.9442286685202,-27.1294035155214,-29.0517752676844,-29.1549836368723,-25.3759439224758,-28.6513984360632
44.6,-26.3481882067651,-25.6875697753519,-27.8216550111929,-30.7620928993108,-25.9880869439892,-27.1316267158767,-29.083078545541,-29.2010681603242,-25.421419509353,-28.6945295153381
44.7,-26.3801313852663,-25.7267806017203,-27.854454415328,-30.8235879103405,-26.0334940048192,-27.1350349470235,-29.1162886228261,-29.2490147666585,-25.4686175268026,-28.7396326859785
44.8,-26.4134028243201,-25.767404465225,-27.8890143852589,-30.8869777209788,-26.0804560977204,-27.1396110959332,-29.1514174272951,-29.2988331332913,-25.5175502031903,-28.7867052754176
44.9,-26.4480044772021,-25.8094489667939,-27.9253386562256,-30.9522654472435,-26.1289796660958,-27.1453383265475,-29.1884776042719,-29.3505332740276,-25.5682301533476,-28.8357437219217
45,-26.4839384482586,-25.8529219964776,-27.9634313228816,-31.0194542837361,-26.1790713593435,-27.1522000719146,-29.2274825278066,-29.4041255513079,-25.6206703922017,-28.8867435651025
45.1,-26.5212069910773,-25.8978317440924,-28.003296848424,-31.0885475133129,-26.2307380429025,-27.1601800265812,-29.2684463134422,-29.4596206896092,-25.6748843494851,-28.9396994365142
45.2,-26.559825638677,-25.9442009647473,-28.0449575537686,-31.1595672543271,-26.2840023906953,-27.1692727910994,-29.3114033343709,-29.5170486657017,-25.7309035494855,-28.9946240959812
45.3,-26.5997838563362,-25.9920244039417,-28.0884013000999,-31.2324983273347,-26.3388562975305,-27.1794516099599,-29.3563500482426,-29.5764023261992,-25.7887249202848,-29.0514911287366
45.4,-26.6410843363507,-26.0413112307392,-28.1336337335183,-31.3073443421974,-26.3953073524278,-27.1907009256588,-29.4033029116507,-29.6376935861787,-25.8483632495431,-29.110292359147
45.5,-26.6837299106531,-26.0920709634227,-28.1806609165845,-31.3841090362327,-26.4533634089628,-27.2030054139826,-29.4522791920025,-29.7009347892318,-25.9098338111248,-29.1710186653619
45.6,-26.7277235476936,-26.1443134834949,-28.2294893430629,-31.4627962834765,-26.5130325993571,-27.2163499776104,-29.5032969895118,-29.7661387271637,-25.9731523860397,-29.2336599693957
45.7,-26.7730683489425,-26.1980490504348,-28.2801259538665,-31.5434101035483,-26.5743233494337,-27.2307197399343,-29.5563752612938,-29.833318661043,-26.038335284794,-29.2982052268014
45.8,-26.8197675449635,-26.2532883172474,-28.3325781542396,-31.6259546699888,-26.637244394463,-27.2461000390911,-29.6115338476747,-29.9024883436412,-26.1053993712204,-29.3646424157999
45.9,-26.867824491008,-26.3100423468423,-28.3868538322189,-31.710434317935,-26.7018047959246,-27.2624764221952,-29.6687935008343,-29.9736620432993,-26.1743620878549,-29.4329585257125
46,-26.91724266207,-26.3683226292823,-28.4429613784152,-31.7968535509807,-26.7680139592138,-27.2798346397651,-29.7281759159148,-30.0468545692644,-26.2452414829384,-29.5031395445333
46.1,-26.9680256473429,-26.4281410999458,-28.5009097071636,-31.8852170470595,-26.8358816523214,-27.2981606403324,-29.7897037647357,-30.1220812985362,-26.3180562391194,-29.5751704454643
46.2,-27.0201771440088,-26.4895101586472,-28.5607082790939,-31.9755296631703,-26.9054180255184,-27.3174405652258,-29.8534007322717,-30.1993582042701,-26.3928257039443,-29.649035172224
46.3,-27.0737009502898,-26.5524426897658,-28.6223671251773,-32.0677964387505,-26.9766336320815,-27.3376607435187,-29.9192915560599,-30.2787018857821,-26.469569922225,-29.7247166229333
46.4,-27.1286009576806,-26.6169520834367,-28.685896872311,-32.1620225974821,-27.0495394500932,-27.3588076871314,-29.9874020687195,-30.3601296002041,-26.5483096703779,-29.8021966323675
46.5,-27.1848811422784,-26.6830522578584,-28.7513087705073,-32.258213547294,-27.1241469053583,-27.3808680860779,-30.0577592437831,-30.4436592958393,-26.6290664928392,-29.8814559523609
46.6,-27.2425455551165,-26.7507576827804,-28.8186147217613,-32.3563748783036,-27.2004678954777,-27.403828803847,-30.1303912450544,-30.5293096472715,-26.7118627406629,-29.962474230138
46.7,-27.3015983114009,-26.8200834042342,-28.8878273106757,-32.4565123584101,-27.2785148151249,-27.4276768729091,-30.2053274797278,-30.6171000922799,-26.7967216124188,-30.0452299843429
46.8,-27.3620435785413,-26.8910450705795,-28.9589598369306,-32.5586319262284,-27.3583005825752,-27.4523994903374,-30.2825986555249,-30.7070508706186,-26.8836671975153,-30.1297005785321
46.9,-27.423885562856,-26.9636589599397,-29.0320263496922,-32.6627396810137,-27.4398386675382,-27.4779840135346,-30.3622368421272,-30.7991830647156,-26.9727245220774,-30.2158621918936
47,-27.4871284948231,-27.0379420091094,-29.1070416840645,-32.768841869196,-27.5231431203532,-27.5044179560562,-30.444275537207,-30.8935186423529,-27.0639195975252,-30.3036897869528
47.1,-27.5517766127361,-27.1139118440208,-29.1840214996963,-32.8769448670999,-27.6082286026055,-27.5316889835205,-30.5287497373885,-30.9900805013872,-27.1572794720005,-30.393157074026
47.2,-27.6178341446122,-27.1915868118625,-29.2629823216667,-32.9870551593795,-27.6951104192318,-27.5597849095955,-30.6156960144995,-31.0888925165722,-27.2528322848072,-30.4842364721853
47.3,-27.6853052881875,-27.2709860149543,-29.3439415837823,-33.0991793126505,-27.7838045521841,-27.5886936920561,-30.7051525975091,-31.189979588546,-27.3506073240362,-30.5768990665015
47.4,-27.7541941888177,-27.3521293464848,-29.4269176744341,-33.2133239437405,-27.8743276957289,-27.6184034289008,-30.7971594605821,-31.2933676950431,-27.4506350875626,-30.6711145613383
47.5,-27.8245049150889,-27.4350375282331,-29.511929985172,-33.3294956819192,-27.9666972934636,-27.6489023545204,-30.8917584177232,-31.3990839443924,-27.552947347612,-30.7668512294807
47.6,-27.8962484399289,-27.5197410174652,-29.5990091491765,-33.4477111255077,-28.0609408109241,-27.680182591028,-30.9890063692379,-31.5071683269254,-27.6575887487572,-30.8640829809089
47.7,-27.9694286478915,-27.6062626530756,-29.688177049392,-33.5679768795684,-28.1570775961211,-27.7122324701491,-31.0889498134256,-31.6176508268142,-27.7645943403451,-30.9627745305426
47.8,-28.0440422096067,-27.6946171600249,-29.7794463593383,-33.6902893372491,-28.255118464896,-27.7450368059069,-31.1916238655892,-31.7305507738036,-27.8739888245647,-31.0628821681227
47.9,-28.1200925820754,-27.7848290259545,-29.8728410666221,-33.8146546442851,-28.3550842933685,-27.7785843440361,-31.2970788658646,-31.845900422087,-27.9858098431111,-31.1643677912999
48,-28.1975829794898,-27.8769237922465,-29.9683864549342,-33.9410786484545,-28.4569969230119,-27.8128639478817,-31.4053675917649,-31.9637334626416,-28.1000966997568,-31.2671915397616
48.1,-28.2765163297406,-27.9709281068567,-30.066109173416,-34.0695668070955,-28.5608792101972,-27.8478645947227,-31.5165454057215,-32.0840850915902,-28.216890451585,-31.3713117154871
48.2,-28.3568952266795,-28.0668697802869,-30.1660373103809,-34.2001240815603,-28.6667550782412,-27.8835753720953,-31.6306704141679,-32.2069920811095,-28.3362340056369,-31.4766846978611
48.3,-28.4387218777597,-28.1647778449207,-30.268200471719,-34.3327548171134,-28.7746495721053,-27.9199854741136,-31.7478036391839,-32.3324928528652,-28.4581722213051,-31.5832648536452
48.4,-28.5219980466409,-28.2646826179646,-30.3726298643455,-34.4674626066242,-28.8845889159025,-27.9570841977787,-31.8680092038301,-32.4606275539302,-28.5827520188299,-31.6910044418565
48.5,-28.6067249903183,-28.3666157682604,-30.4793583850886,-34.6042501362215,-28.9966005733835,-27.994860939273,-31.9913545324204,-32.5914381351064,-28.7100224942739,-31.799853513665
48.6,-28.6929033902935,-28.4706103872515,-30.5884207154484,-34.7431190108855,-29.1107133115817,-28.0333051902335,-32.1179105671187,-32.7249684315305,-28.8400350413697,-31.9097598074877
48.7,-28.780533277271,-28.576701064422,-30.6998534227065,-34.8840695577352,-29.2269572678134,-28.0724065339992,-32.2477520023995,-32.8612642453926,-28.9728434806577,-32.0206686395394
48.8,-28.8696139488228,-28.6849239675416,-30.8136950679082,-35.0271006045402,-29.3453640202386,-28.1121546418289,-32.3809575390819,-33.0003734305326,-29.1085041963508,-32.1325227901846
48.9,-28.9601438794206,-28.7953169280929,-30.9299863212971,-35.1722092307327,-29.4659666622079,-28.1525392690831,-32.5176101598441,-33.1423459786039,-29.2470762813781,-32.2452623865392
49,-29.0521206221922,-28.9079195322819,-31.0487700858363,-35.3193904879261,-29.5887998806287,-28.1935502513681,-32.6577974283418,-33.2872341063974,-29.3886216910778,-32.3588247818775
49.1,-29.145540701711,-29.0227732180755,-31.1700916295206,-35.4686370866575,-29.7139000386069,-28.2351775006364,-32.8016118143048,-33.4350923438038,-29.5332054060195,-32.4731444325295
49.2,-29.2403994970806,-29.1399213787477,-31.2939987272543,-35.6199390457668,-29.8413052626304,-28.2774110012415,-32.9491510472636,-33.585977621751,-29.6808956044444,-32.5881527730861
49.3,-29.3366911145283,-29.259409473462,-31.4205418131521,-35.7732833005084,-29.9710555345817,-28.3202408059415,-33.1005185018794,-33.739949359284,-29.8317638448093,-32.7037780908843
49.4,-29.4344082486688,-29.3812851454704,-31.5497741442144,-35.9286532651582,-30.1031927888813,-28.3636570318502,-33.2558236182087,-33.8970695487423,-29.9858852589143,-32.819945400908
49.5,-29.5335420315544,-29.505598348559,-31.6817519764281,-36.0860283455528,-30.2377610150828,-28.4076498563313,-33.4151823606463,-34.0574028377401,-30.1433387560669,-32.9365763224179
49.6,-29.6340818685738,-29.632401482439,-31.8165347544637,-36.2453833966641,-30.3748063662565,-28.4522095128339,-33.5787177197582,-34.2210166063474,-30.3042072387024,-33.0535889588184
49.7,-29.7360152602211,-29.7617495378409,-31.9541853162656,-36.4066881200093,-30.5143772735171,-28.497326286665,-33.7465602617452,-34.3879810374927,-30.4685778298137,-33.1708977824696
49.8,-29.8393276087073,-29.8937002521556,-32.0947701139843,-36.5699063954094,-30.6565245670656,-28.5429905106985,-33.9188487308894,-34.5583691781624,-30.6365421124619,-33.288413526374
49.9,-29.9440020083545,-30.0283142765403,-32.2383594528605,-36.734995541391,-30.8013016041317,-28.5891925610169,-34.0957307110273,-34.7322569884176,-30.8081963815083,-33.4060430848844
50,-30.0500190186785,-30.1656553555043,-32.3850277498633,-36.9019054983732,-30.9487644042172,-28.6359228524838,-34.2773633528872,-34.9097233745853,-30.9836419075421,-33.5236894258178
