"Freq [GHz]","dB(St(1,1)) [] - g_pillar_position='49.5um'","dB(St(1,1)) [] - g_pillar_position='62um'","dB(St(1,1)) [] - g_pillar_position='74.5um'","dB(St(1,1)) [] - g_pillar_position='87um'","dB(St(1,1)) [] - g_pillar_position='99.5um'","dB(St(1,1)) [] - g_pillar_position='112um'","dB(St(1,1)) [] - g_pillar_position='124.5um'","dB(St(1,1)) [] - g_pillar_position='137um'","dB(St(1,1)) [] - g_pillar_position='149.5um'","dB(St(1,1)) [] - g_pillar_position='162um'","dB(St(1,1)) [] - g_pillar_position='174.5um'","dB(St(1,1)) [] - g_pillar_position='187um'","dB(St(1,1)) [] - g_pillar_position='199.5um'"
11.2,-21.5645326107255,-22.7525094073972,-21.9549801227516,-23.1954504660303,-22.8346160021045,-21.7492455295654,-23.6841755401768,-21.9073678563518,-22.5110396291605,-21.793151923528,-23.9743973990789,-23.9938247330238,-24.1607582454433
11.3,-21.5123248904116,-22.6998230184276,-21.9047226165426,-23.1424682452907,-22.7811799289413,-21.699566111039,-23.6318181535501,-21.8575778365537,-22.4601813776504,-21.7438199489627,-23.9214762210869,-23.9431636918104,-24.1087990838626
11.4,-21.4610505867946,-22.648026011138,-21.8554326519864,-23.0904018968968,-22.7286360685735,-21.6508259814044,-23.5804108695034,-21.8087406540066,-22.4102146539733,-21.695451530961,-23.8694414060606,-23.8934697767,-24.0577474577452
11.5,-21.4106985434479,-22.5971082977708,-21.8071001991138,-23.0392414008647,-22.6769743084318,-21.6030146060415,-23.5299429895692,-21.7608456830484,-22.3611302641903,-21.648037165138,-23.8182841268942,-23.8447336961213,-24.0075934512416
11.6,-21.3612579103165,-22.5470600486673,-21.7597154637465,-22.9889770142533,-22.6261848003628,-21.5561217408939,-23.4804040258438,-21.7138826007434,-22.3129192806125,-21.6015676193258,-23.7679957599344,-23.7969463775288,-23.9583274016411
11.7,-21.3127181339805,-22.49787168041,-21.7132688800114,-22.9395992620152,-22.5762579515753,-21.5101374234326,-23.4317836961264,-21.6678413770462,-22.2655730331003,-21.5560339235149,-23.7185678772127,-23.7500989587587,-23.90993989078
11.8,-21.2650689483056,-22.4495338436347,-21.667751103246,-22.8910989282122,-22.5271844159451,-21.4650519639718,-23.3840719193861,-21.6227122653602,-22.2190831006814,-21.5114273602338,-23.6699922390024,-23.7041827798136,-23.8624217367834
11.9,-21.2183003654604,-22.4020374118087,-21.623153003272,-22.8434670475773,-22.478955085662,-21.4208559373216,-23.3372588115356,-21.578485793471,-22.1734413034722,-21.467739455345,-23.6222607866871,-23.659189375057,-23.815763986125
12,-21.1724026672839,-22.3553734736613,-21.5794656580154,-22.7966948974079,-22.4315610832031,-21.3775401747607,-23.2913346814914,-21.5351527548362,-22.1286396948884,-21.4249619692375,-23.5753656359253,-23.6151104657933,-23.7699579059913
12.1,-21.1273663969851,-22.309533332965,-21.5366803474532,-22.7507739897732,-22.3849937536166,-21.3350957563124,-23.2462900275013,-21.492704200214,-22.0846705541318,-21.3830868883976,-23.5292990700991,-23.5719379532164,-23.7249949769338
12.2,-21.0831823511589,-22.2645085181507,-21.4947885478674,-22.7056960640224,-22.3392446571029,-21.2935140033112,-23.202115533722,-21.4511314296124,-22.0415263789404,-21.3421064173401,-23.4840535340333,-23.5296639117063,-23.6808668857976
12.3,-21.0398415721031,-22.2202907990806,-21.4537819263884,-22.6614530795792,-22.294305561878,-21.2527864712433,-23.158802067027,-21.410425984545,-21.9991998785908,-21.3020129708826,-23.4396216279737,-23.4882805824572,-23.6375655189134
12.4,-20.997335340423,-22.1768722010603,-21.4136523358118,-22.6180372090102,-22.2501684373082,-21.2129049428518,-23.1163406740328,-21.3705796405776,-21.9576839671388,-21.2627991667477,-23.3959961018126,-23.44778036742,-23.5950829555397
12.5,-20.955655167908,-22.1342450037535,-21.3743918096714,-22.5754408313531,-22.2068254473019,-21.1738614214892,-23.0747225783232,-21.331584400151,-21.9169717568914,-21.2244578184779,-23.3531698495507,-23.4081558235434,-23.5534114615449
12.6,-20.9147927906697,-22.0924017204429,-21.335992557556,-22.5336565256945,-22.164268943948,-21.1356481247102,-23.0339391778596,-21.2934324856674,-21.8770565520958,-21.1869819286495,-23.311135903986,-23.3693996572988,-23.512543483318
12.7,-20.8747401625274,-22.0513350658358,-21.2984469606536,-22.4926770649853,-22.1224914613905,-21.0982574780902,-22.9939820425629,-21.2561163328277,-21.8379318428384,-21.1503646823712,-23.2698874316185,-23.3315047194753,-23.4724716418975
12.8,-20.8354894486309,-22.0110379264298,-21.2617475675117,-22.4524954100824,-22.0814857099275,-21.0616821092609,-22.954842912052,-21.2196285842071,-21.7995912991431,-21.1145994410552,-23.2294177277624,-23.2944640002309,-23.4331887273081
12.9,-20.7970330193093,-21.9715033424076,-21.2258870900006,-22.4131047040082,-22.0412445703258,-21.0259148421518,-22.9165136935275,-21.1839620830588,-21.7620287652606,-21.0796797364498,-23.1897202118563,-23.2582706243876,-23.3946876930964
13,-20.7593634441348,-21.9327245012296,-21.1908583994689,-22.3744982664163,-22.0017610883412,-20.9909486914285,-22.8789864597874,-21.1491098673339,-21.72523825414,-21.0455992649201,-23.1507884229638,-23.222917846958,-23.3569616510576
13.1,-20.7224734861932,-21.8946947381157,-21.1566545230792,-22.3366695882558,-21.9630284694362,-20.9567768571201,-22.842253447363,-21.1150651639083,-21.6892139420749,-21.0123518819681,-23.112616015456,-23.188399048893,-23.3200038661414
13.2,-20.6863560965498,-21.8574075385312,-21.1232686403155,-22.2996123266247,-21.9250400736858,-20.9233927194239,-22.8063070547631,-21.0818213830068,-21.6539501635166,-20.9799315969808,-23.0751967548678,-23.1547077330391,-23.2838077515334
13.3,-20.6510081295048,-21.8208601182077,-21.0906980246868,-22.2633240213729,-21.887792996055,-20.8907936325419,-22.7711436245739,-21.0493759768396,-21.619445080791,-20.9483365659897,-23.0385281462231,-23.1218415145668,-23.2483705350486
13.4,-20.6164228022336,-21.7850461790296,-21.0589360584054,-22.2277985624514,-21.8512808017776,-20.8589732339889,-22.7367557715978,-21.0177226187696,-21.5856932544319,-20.9175610110881,-23.0026040801673,-23.0897940400124,-23.2136858232447
13.5,-20.582589850403,-21.7499560566095,-21.0279723860974,-22.1930263299626,-21.8154936741548,-20.8279215905448,-22.7031325563296,-20.9868513480725,-21.5526857672346,-20.8875953526146,-22.9674149739879,-23.0585551342788,-23.1797437483739
13.6,-20.5495029298946,-21.7155838422043,-20.9978007685545,-22.159001601669,-21.7804255479829,-20.7976327588655,-22.6702670137997,-20.9567562606961,-21.5204175412905,-20.8584341708997,-22.9329550022952,-23.0281187541582,-23.1465382741221
13.7,-20.5171558593946,-21.6819237711185,-20.968415103567,-22.1257187981596,-21.7460704896111,-20.768100952066,-22.6381523334509,-20.9274316105416,-21.4888836330157,-20.8300721768534,-22.8992184323997,-22.9984789608199,-23.1140634900066
13.8,-20.4855426158781,-21.6489702189696,-20.9398094232746,-22.0931724786859,-21.7124226928307,-20.7393205354512,-22.6067818578197,-20.8988718049009,-21.4580792288316,-20.8025042079053,-22.8661996210798,-22.9696299168345,-23.082313607352
13.9,-20.4546573302369,-21.6167176978376,-20.9119778916318,-22.0613573371367,-21.6794764749042,-20.7112860223764,-22.5761490812568,-20.8710714000357,-21.4279996409677,-20.7757252241139,-22.8338930114798,-22.9415658833453,-23.0512829553928
14,-20.4244942830453,-21.5851608524219,-20.8849148019789,-22.0302681981465,-21.6472262727283,-20.6839920702323,-22.5462476486792,-20.8440250968933,-21.3986403033835,-20.7497303044392,-22.8022931301316,-22.9142812173802,-23.0209659774963
14.1,-20.3950479004573,-21.5542944562709,-20.8586145747149,-21.9999000133324,-21.615666639127,-20.6574334765488,-22.5170713543435,-20.8177277369512,-21.3699967678024,-20.7245146431723,-22.7713945840971,-22.8877703692963,-22.9913572275
14.2,-20.3663127502313,-21.5241134081157,-20.8330717550639,-21.9702478576528,-21.5847922392673,-20.631605175213,-22.4886141406352,-20.7921742981861,-21.3420646998555,-20.7000735465155,-22.7411920582253,-22.8620278803514,-22.9624513661602
14.3,-20.3382835378756,-21.4946127283187,-20.808281010932,-21.9413069258844,-21.5545978471955,-20.6065022327948,-22.4608700968646,-20.767359891162,-21.3148398753295,-20.6764024293069,-22.711680312519,-22.8370483803945,-22.9342431577057
14.4,-20.3109551029098,-21.4657875554414,-20.7842371308478,-21.9130725292124,-21.5250783424865,-20.5821198449782,-22.4338334580615,-20.7432797552309,-21.2883181765143,-20.6534968118848,-22.6828541796091,-22.8128265856713,-22.906727466492
14.5,-20.2843224152394,-21.4376331429256,-20.760935021982,-21.8855400919287,-21.4962287070042,-20.5584533330908,-22.4074986037644,-20.7199292548426,-21.2624955886483,-20.6313523170851,-22.6547085623289,-22.7893572967366,-22.8798992537524
14.6,-20.2583805716365,-21.4101448558846,-20.7383697082422,-21.8587051482355,-21.4680440217682,-20.53549814073,-22.3818600567943,-20.6973038759579,-21.2373681964552,-20.609964667368,-22.627238431387,-22.7666353964693,-22.8537535744401
14.7,-20.2331247923248,-21.3833181679963,-20.7165363284362,-21.8325633391476,-21.4405194639212,-20.5132498304788,-22.3569124820092,-20.6753992225613,-21.212932180771,-20.5893296820687,-22.6004388231342,-22.7446558481842,-22.8282855741601
14.8,-20.2085504176622,-21.3571486584939,-20.6954301345025,-21.8071104094928,-21.4136503037957,-20.4917040807109,-22.3326506850314,-20.6542110132687,-21.1891838152561,-20.5694432747662,-22.574304837419,-22.7234136938343,-22.8034904861838
14.9,-20.184652904921,-21.3316320092472,-20.6750464898011,-21.7823422050038,-21.3874319020744,-20.4708566824776,-22.3090696109434,-20.6337350780259,-21.1661194631906,-20.5503014507675,-22.5488316355312,-22.7029040523006,-22.7793636285446
15,-20.1614278251573,-21.3067640019286,-20.6553808674624,-21.7582546694998,-21.3618597070427,-20.450703536476,-22.2861643429461,-20.6139673548938,-21.1437355743489,-20.531900304702,-22.5240144382265,-22.6831221177621,-22.7559004012105
15.1,-20.1388708601714,-21.2825405152615,-20.6364288487903,-21.7348438421541,-21.3369292519275,-20.4312406500933,-22.2639301009753,-20.5949038869167,-21.122028681951,-20.5142360182209,-22.4998485238312,-22.6640631581421,-22.7330962833299
15.2,-20.1169777995508,-21.2589575223433,-20.6181861217142,-21.7121058548442,-21.3126361523217,-20.4124641345241,-22.2423622402705,-20.5765408190711,-21.1009953996873,-20.4973048577993,-22.4763292264231,-22.6457225136275,-22.7109468305474
15.3,-20.095744537797,-21.2360110880423,-20.6006484792889,-21.6900369295814,-21.2889761036897,-20.3943702019587,-22.2214562498939,-20.558874395289,-21.0806324188155,-20.4811031726358,-22.4534519340839,-22.6280955952537,-22.6894476723866
15.4,-20.0751670715304,-21.2136973664628,-20.5838118182372,-21.6686333760175,-21.2659448789514,-20.3769551628376,-22.201207751194,-20.5419009555551,-21.0609365053248,-20.4656273926465,-22.4312120872223,-22.6111778835536,-22.6685945096967
15.5,-20.0552414967718,-21.1920125984756,-20.567672137533,-21.6478915890253,-21.243538326142,-20.360215423171,-22.1816124962127,-20.5256169330731,-21.0419044971673,-20.4508740265487,-22.4096051769623,-22.5949649272638,-22.6483831121596
15.6,-20.0359640062969,-21.1709531093121,-20.5522255370205,-21.6278080463509,-21.2217523661454,-20.3441474819193,-22.1626663660312,-20.5100188514979,-21.0235333015526,-20.4368396600315,-22.3886267435958,-22.5794523420866,-22.6288093158553
15.7,-20.017330887063,-21.1505153062171,-20.5374682160683,-21.6083793063335,-21.2005829904969,-20.3287479284321,-22.1443653690549,-20.4951033222327,-21.0058198923035,-20.4235209540105,-22.3682723750948,-22.5646358095009,-22.6098690208826
15.8,-19.9993447652134,-21.1307017032744,-20.5234031585291,-21.5896083603907,-21.1800322279216,-20.3140199287028,-22.1267118897519,-20.4808736697612,-20.988767698915,-20.4109215961719,-22.3485437391808,-22.5505178172339,-22.5915643215687
15.9,-19.9819957948317,-21.111502773192,-20.510020005105,-21.5714855049731,-21.1600901630065,-20.2999536959622,-22.1096958655978,-20.4673199847108,-20.9723673744371,-20.3990313796724,-22.3294303991849,-22.537087353922,-22.5738850311507
16,-19.9652805330436,-21.092915157811,-20.497315248627,-21.5540075292198,-21.1407529885013,-20.2865460781977,-22.093313679427,-20.4544391282905,-20.9566160788538,-20.3878471833633,-22.3109280789523,-22.5243402934262,-22.5568272295728
16.1,-19.9491956214404,-21.0749355720734,-20.4852854763007,-21.5371712943144,-21.122016959608,-20.2737940039949,-22.0775618338166,-20.4422280391296,-20.9415110286698,-20.3773659550509,-22.2930325445595,-22.5122725710174,-22.5403870516978
16.2,-19.9337377838294,-21.0575608019422,-20.4739273684875,-21.5209737315179,-21.1038783921041,-20.2616944802352,-22.0624369490458,-20.4306837308515,-20.9270494945436,-20.3675847101187,-22.2757396030878,-22.5008801823823,-22.5245606851657
16.3,-19.9189038240419,-21.0407877023684,-20.4632376975026,-21.5054118402572,-21.0863336605218,-20.250244589838,-22.0479357609919,-20.4198032896947,-20.9132287989693,-20.3585005302136,-22.2590451014407,-22.4901591826572,-22.509344368292
16.4,-19.9046906237982,-21.0246131953026,-20.4532133264274,-21.4904826862675,-21.0693791963828,-20.2394414895452,-22.0340551189666,-20.4095838721789,-20.9000463140058,-20.3501105619924,-22.2429449252027,-22.480105685485,-22.4947343880045
16.5,-19.8910951406267,-21.0090342677499,-20.4438512079345,-21.4761833997856,-21.0530114864855,-20.2292824077449,-22.0207919834903,-20.4000227028137,-20.8874994590511,-20.3424120159253,-22.2274349975351,-22.4707158620933,-22.4807270778141
16.6,-19.8781144058371,-20.9940479698665,-20.4351483831212,-21.4625111737944,-21.0372270712434,-20.2197646423349,-22.0081434240126,-20.3911170718471,-20.8755856986585,-20.3354021651538,-22.2125112781097,-22.4619859403899,-22.4673188158199
16.7,-19.8657455225441,-20.9796514130964,-20.4271019803507,-21.4494632623149,-21.0220225430721,-20.2108855586204,-21.996106616575,-20.3828643330521,-20.864302540396,-20.3290783444002,-22.1981697620737,-22.453912204071,-22.4545060227448
16.8,-19.8539856637427,-20.9658417683466,-20.4197092140965,-21.4370369787454,-21.0073945448244,-20.2026425872475,-21.9846788414232,-20.3752619015489,-20.8536475327438,-20.3234379489252,-22.1844064790472,-22.4464909917414,-22.4422851600002
16.9,-19.8428320704308,-20.9526162641991,-20.4129673837904,-21.4252296942451,-20.9933397682705,-20.1950332221682,-21.9738574805673,-20.3683072516606,-20.8436182630298,-20.3184784335314,-22.171217492148,-22.439718696041,-22.430652727777
17,-19.8322820497807,-20.9399721851594,-20.4068738726679,-21.414038836162,-20.9798549526221,-20.1880550186358,-21.9636400152935,-20.3619979148002,-20.8342123554007,-20.3141973116089,-22.1585988970426,-22.433591762776,-22.4196052631628
17.1,-19.8223329733563,-20.927906869939,-20.401426146612,-21.4034618865015,-20.9669368830993,-20.1817055912296,-21.9540240236283,-20.3563314773863,-20.8254274688277,-20.3105921542208,-22.1465468210214,-22.4281066900513,-22.4091393382803
17.2,-19.8129822753751,-20.9164177097706,-20.3966217529908,-21.3934963804368,-20.9545823895379,-20.1759826119059,-21.9450071777542,-20.3513055787864,-20.8172612951434,-20.3076605892259,-22.1350574220944,-22.4232600274004,-22.3992515584472
17.3,-19.804227451015,-20.9055021467561,-20.3924583194869,-21.3841399048569,-20.9427883450355,-20.1708838080746,-21.9365872413765,-20.3469179092845,-20.8097115571094,-20.3054003004347,-22.1241268881061,-22.4190483749109,-22.3899385603559
17.4,-19.796066054763,-20.8951576722443,-20.3889335529161,-21.3753900969526,-20.9315516646361,-20.1664069606989,-21.9287620670405,-20.3431662080719,-20.8027760065119,-20.3038090267971,-22.1137514358666,-22.4154683823412,-22.3811970102683
17.5,-19.7884956988071,-20.8853818252387,-20.3860452380328,-21.3672446428388,-20.9208693040501,-20.1625499024163,-21.9215295933932,-20.3400482612574,-20.7964524222841,-20.3028845616182,-22.1039273102982,-22.4125167482272,-22.3730236022277
17.6,-19.7815140514676,-20.8761721908335,-20.38379123632,-21.3597012762103,-20.9107382584091,-20.1593105156808,-21.9148878423863,-20.3375618998975,-20.7907386086527,-20.302624751799,-22.0946507835922,-22.4101902189739,-22.3654150562822
17.7,-19.7751188356696,-20.8675263986764,-20.3821694847601,-21.3527577770318,-20.9011555610543,-20.1566867309218,-21.9088349164141,-20.3357049980418,-20.7856323933071,-20.3030274971006,-22.0859181543772,-22.4084855879314,-22.3583681167207
17.8,-19.7693078274537,-20.859442121458,-20.381177994585,-21.3464119702592,-20.8921182823564,-20.1546765247205,-21.9033689953764,-20.3344754707927,-20.7811316255886,-20.3040907494267,-22.0777257468939,-22.4073996944499,-22.3518795503175
17.9,-19.7640788545255,-20.8519170734259,-20.3808148500021,-21.3406617245909,-20.8836235285659,-20.1532779180011,-21.8984883336589,-20.3338712723774,-20.7772341746988,-20.3058125121245,-22.0700699101758,-22.4069294229129,-22.345946144585
18,-19.7594297948421,-20.8449490089225,-20.3810782068937,-21.3355049512482,-20.8756684406929,-20.1524889742345,-21.8941912570191,-20.3338903942288,-20.7739379279236,-20.3081908392975,-22.0629470172329,-22.4070717017451,-22.3405647060324
18.1,-19.7553585752348,-20.8385357209459,-20.3819662914867,-21.3309396027837,-20.8682501934139,-20.1523077976545,-21.8904761593651,-20.3345308630751,-20.7712407888718,-20.3112238351309,-22.0563534642369,-22.4078235023908,-22.3357320584272
18.2,-19.7518659829713,-20.8326777381187,-20.3834804449784,-21.3269665515569,-20.8613685983433,-20.1527354927012,-21.8873443374272,-20.335793765979,-20.7691435921776,-20.3149128445064,-22.0502882294953,-22.4091847970228,-22.331447700289
18.3,-19.7489500107406,-20.8273728962381,-20.3856190074996,-21.3235838014661,-20.855020854932,-20.1537702140841,-21.8847942907523,-20.3376771674456,-20.7676442391765,-20.3192560445383,-22.0447477020046,-22.4111525980217,-22.3277084394839
18.4,-19.7466059029164,-20.8226163881494,-20.3883773559752,-21.3207865341035,-20.8492016157893,-20.1554072087051,-21.88282175355,-20.3401761533377,-20.7667377458617,-20.324248487093,-22.0397257661737,-22.4137210276212,-22.3245084670874
18.5,-19.7448317699599,-20.8184061483977,-20.3917539857983,-21.318572856933,-20.8439081806452,-20.1576447270691,-21.8814253589599,-20.3432888732455,-20.766422063934,-20.3298884713639,-22.0352189031553,-22.4168872195273,-22.321844658779
18.6,-19.7436257647988,-20.8147401432463,-20.3957474554519,-21.3169409131131,-20.8391378777677,-20.1604810515672,-21.8806037899862,-20.3470135024601,-20.7666951526809,-20.3361743432835,-22.0312236131017,-22.4206483447921,-22.3197138987406
18.7,-19.7429860816554,-20.8116163693532,-20.4003563849362,-21.3158888804403,-20.8348880630109,-20.1639144947239,-21.8803557753813,-20.3513482400586,-20.7675549772512,-20.3431044948504,-22.0277364143122,-22.4250016105624,-22.3181130779049
18.8,-19.7429109549051,-20.8090328524645,-20.4055794541443,-21.3154149703106,-20.831156118881,-20.1679433974432,-21.8806800853526,-20.3562913069792,-20.7689995069293,-20.3506773634455,-22.0247538423685,-22.4299442587795,-22.3170390921949
18.9,-19.7433986579651,-20.8069876461219,-20.4114154011839,-21.3155174266962,-20.8279394536203,-20.1725661272521,-21.8815755270906,-20.3618409440853,-20.7710267134035,-20.3588914311345,-22.0222724492541,-22.4354735648277,-22.3164888407525
19,-19.744447502214,-20.8054788303832,-20.4178630206403,-21.3161945251359,-20.8252355003079,-20.1777810765389,-21.8830409401251,-20.3679954102138,-20.7736345690272,-20.3677452239532,-22.020288802458,-22.4415868361294,-22.3164592241559
19.1,-19.7460558359393,-20.8045045105566,-20.4249211617773,-21.3174445717394,-20.8230417159749,-20.1835866607838,-21.8850751915144,-20.3747529802071,-20.776821045069,-20.3772373111726,-22.0187994840584,-22.4482814106835,-22.3169471426219
19.2,-19.7482220433135,-20.8040628159456,-20.4325887266726,-21.3192659022009,-20.8213555807345,-20.1899813167824,-21.8876771708811,-20.3821119429245,-20.7805841099508,-20.3873663045405,-22.017801089787,-22.4555546555435,-22.3179494941938
19.3,-19.7509445433982,-20.804151898605,-20.440864668284,-21.3216568808234,-20.8201745969247,-20.1969635008558,-21.8908457853124,-20.3900705992304,-20.7849217274697,-20.3981308574961,-22.0172902280704,-22.4634039652336,-22.3194631729102
19.4,-19.7542217891736,-20.8047699321063,-20.449747988442,-21.3246158995496,-20.8194962882628,-20.2045316870501,-21.8945799541442,-20.3986272599574,-20.7898318550004,-20.4095296643534,-22.0172635190478,-22.4718267600988,-22.3214850669557
19.5,-19.7580522665959,-20.8059151103108,-20.4592377357652,-21.3281413769988,-20.8193181990107,-20.2126843653186,-21.8988786036556,-20.407780243839,-20.7953124416767,-20.4215614594514,-22.0177175935624,-22.4808204845867,-22.3240120567906
19.6,-19.7624344936769,-20.8075856461515,-20.4693330034946,-21.3322317575082,-20.81963789315,-20.2214200396873,-21.9037406617004,-20.4175278754115,-20.8013614265478,-20.4342250162655,-22.0186490921262,-22.490382605457,-22.3270410132571
19.7,-19.7673670195905,-20.8097797704201,-20.4800329272416,-21.3368855101755,-20.8204529535649,-20.230737226401,-21.9091650523068,-20.4278684828798,-20.8079767367067,-20.4475191464782,-22.020054663855,-22.500510609917,-22.3305687956616
19.8,-19.7728484238004,-20.812495730559,-20.4913366826465,-21.3421011279025,-20.8217609812334,-20.2406344520461,-21.9151506902763,-20.4388003959442,-20.8151562853874,-20.4614426990043,-22.0219309653736,-22.5112020036784,-22.3345922498307
19.9,-19.7788773152106,-20.8157317894589,-20.5032434829427,-21.347877126436,-20.8235595944244,-20.2511102516502,-21.9216964758149,-20.4503219435861,-20.8228979700282,-20.4759945589658,-22.0242746596874,-22.5224543089338,-22.3391082061389
20,-19.7854523313372,-20.8194862242571,-20.5157525764217,-21.3542120434057,-20.8258464278997,-20.2621631667533,-21.9288012892283,-20.462431451807,-20.8311996702967,-20.4911736466151,-22.0270824150214,-22.5342650622473,-22.3441134775069
20.1,-19.7925721374999,-20.8237573251393,-20.5288632437946,-21.3611044373551,-20.8286191321212,-20.2737917434502,-21.9364639857109,-20.4751272413184,-20.8400592460745,-20.5069789161994,-22.0303509036237,-22.5466318123586,-22.349604857369
20.2,-19.8002354260325,-20.8285433941411,-20.5425747954449,-21.3685528867657,-20.8318753724602,-20.2859945304003,-21.9446833902579,-20.4884076251793,-20.8494745353971,-20.5234093547641,-22.0340768005314,-22.5595521178956,-22.3555791176064
20.3,-19.8084409155105,-20.8338427439488,-20.5568865685689,-21.3765559890687,-20.8356128284093,-20.2987700768023,-21.9534582927262,-20.5022709063758,-20.8594433523459,-20.5404639808893,-22.0382567822992,-22.5730235449911,-22.3620330064464
20.4,-19.817187349996,-20.8396536966986,-20.5717979241965,-21.3851123596456,-20.8398291927955,-20.3121169303316,-21.9627874430662,-20.5167153753408,-20.8699634848886,-20.5581418433564,-22.0428875256878,-22.5870436648027,-22.3689632463255
20.5,-19.8264734982963,-20.8459745827727,-20.5873082440903,-21.3942206308126,-20.8445221709932,-20.3260336350355,-21.9726695467414,-20.5317393074078,-20.8810326926648,-20.5764420197388,-22.0479657063115,-22.6016100509295,-22.376366531714
20.6,-19.8362981532365,-20.8528037395902,-20.6034169275144,-21.4038794507876,-20.8496894801362,-20.3405187291866,-21.9831032603537,-20.5473409601958,-20.892648704713,-20.5953636149128,-22.0534879972436,-22.6167202767239,-22.3842395269007
20.7,-19.8466653875244,-20.8601444611532,-20.6201292428317,-21.414092854211,-20.8553334543909,-20.3555762867635,-21.9940925676573,-20.5635242002432,-20.9048145326842,-20.6149118350776,-22.0594553565535,-22.6323771967897,-22.392583402697
20.8,-19.8575687613864,-20.8679901128387,-20.6374387481774,-21.4248541211411,-20.8614471826576,-20.3711992554862,-22.00563060599,-20.5802815774398,-20.9175224760917,-20.6350797434733,-22.0658600946036,-22.6485730441735,-22.4013901511187
20.9,-19.8690071360448,-20.8763390459233,-20.6553448746643,-21.4361619414101,-20.8680284128381,-20.3873861425133,-22.01771585946,-20.5976112789957,-20.9307701567458,-20.6558665176482,-22.0726988677897,-22.6653053738959,-22.4106563310862
21,-19.8809793939033,-20.8851896137686,-20.6738470564445,-21.4480150163424,-20.8750749013816,-20.4041354400482,-22.0303467478666,-20.615511463053,-20.944555156002,-20.6772713555168,-22.0799683238777,-22.6825717287178,-22.4203784619615
21.1,-19.8934844378605,-20.8945401705704,-20.6929447267462,-21.4604120575897,-20.8825844124754,-20.421445622922,-22.0435216234254,-20.633980255653,-20.9588750121342,-20.699293473386,-22.0876651003755,-22.7003696358564,-22.4305530211093
21.2,-19.9065211906234,-20.904389070094,-20.712637313748,-21.4733517859288,-20.8905547172299,-20.439315146112,-22.0572387677008,-20.6530157476044,-20.9737272176238,-20.7219321038658,-22.0957858228559,-22.7186966035714,-22.4411764414107
21.3,-19.9200885940222,-20.9147346643958,-20.7329242362848,-21.4868329300209,-20.8989835928541,-20.4577424421929,-22.0714963887362,-20.6726159912504,-20.9891092163652,-20.7451864936618,-22.1043271032286,-22.7375501176147,-22.4522451087253
21.4,-19.9341856083202,-20.9255753025281,-20.7538048993788,-21.5008542251278,-20.9078688218218,-20.4767259187166,-22.0862926183686,-20.6927789971259,-21.0050184007789,-20.7690559012405,-22.1132855379591,-22.756927637541,-22.4637553593031
21.5,-19.9488112115186,-20.936909329228,-20.7752786895899,-21.5154144117825,-20.9172081910279,-20.4962639555161,-22.101625509714,-20.7135027305032,-21.0214521088319,-20.7935395943617,-22.1226577062374,-22.7768265928739,-22.4757034771431
21.6,-19.9639643986522,-20.9487350835864,-20.7973449701784,-21.530512234408,-20.926999490933,-20.5163549019312,-22.1174930348092,-20.734785107817,-21.0384076209595,-20.8186368474712,-22.1324401680901,-22.7972443791215,-22.4880856912987
21.7,-19.9796441810729,-20.9610508976964,-20.8200030760755,-21.5461464398825,-20.9372405146944,-20.5369970739491,-22.133893082393,-20.7566239929656,-21.0558821568845,-20.8443469389445,-22.1426294624398,-22.8181783536386,-22.500898173128
21.8,-19.9958495857177,-20.9738550952804,-20.8432523086526,-21.562315776045,-20.947929057284,-20.5581887512582,-22.1508234558103,-20.7790171934809,-21.0738728723307,-20.8706691481774,-22.1532221051082,-22.8396258313284,-22.5141370334876
21.9,-20.0125796543577,-20.9871459902924,-20.8670919302852,-21.5790189901371,-20.9590629145904,-20.5799281742099,-22.1682818710225,-20.801962456562,-21.0923768556246,-20.8976027525116,-22.1642145867632,-22.8615840801798,-22.527798319871
22,-20.0298334428245,-21.0009218854955,-20.8915211587034,-21.5962548271762,-20.9706398825046,-20.6022135406826,-22.1862659547074,-20.8254574649663,-21.1113911241841,-20.9251470239895,-22.1756033708083,-22.884050316634,-22.5418780134876
22.1,-20.0476100202097,-21.0151810710119,-20.9165391611231,-21.6140220282554,-20.9826577559875,-20.6250430028457,-22.2047732424302,-20.8494998327511,-21.1309126208871,-20.9533012259292,-22.1873848912156,-22.9070217007765,-22.5563720262848
22.2,-20.0659084680325,-21.0299218228438,-20.9421450481505,-21.6323193287624,-20.9951143281174,-20.6484146638165,-22.2238011768699,-20.8740871008603,-21.150938210318,-20.9820646093092,-22.1995555502984,-22.930495331346,-22.5712761979097
22.3,-20.0847278793729,-21.0451424013639,-20.9683378674541,-21.6511454565147,-21.0080073891174,-20.6723265742072,-22.243347106084,-20.8992167325491,-21.1714646748874,-21.0114364089555,-22.2121117164267,-22.9544682405582,-22.5865862926123
22.4,-20.1040673579632,-21.060841049773,-20.9951165971967,-21.6704991298024,-21.0213347253587,-20.6967767285551,-22.2634082817949,-20.9248861086402,-21.1924887108208,-21.0414158395193,-22.2250497216821,-22.9789373887357,-22.6022979960875
22.5,-20.1239260172343,-21.0770159925233,-21.0224801392205,-21.6903790553323,-21.03509411834,-20.721763061633,-22.2839818576817,-20.9510925226049,-21.2140069240126,-21.0720020912362,-22.238365859453,-23.0038996587399,-22.6184069122578
