"Freq [GHz]","dB(St(1,1)) [] - gpillar_r='1um'","dB(St(1,1)) [] - gpillar_r='3um'","dB(St(1,1)) [] - gpillar_r='5um'","dB(St(1,1)) [] - gpillar_r='7um'","dB(St(1,1)) [] - gpillar_r='9um'","dB(St(1,1)) [] - gpillar_r='10um'"
49.1,-23.6778523987203,-22.3078963138864,-21.5494165032231,-19.813365579696,-19.1069236859795,-19.7816458477211
49.2,-23.7490770277632,-22.3560138146959,-21.5906754801117,-19.8467074643136,-19.1376613286858,-19.8112940074304
49.3,-23.82118775553,-22.4046045952347,-21.6323276632563,-19.8803538545744,-19.1686721764866,-19.8412024267031
49.4,-23.8941998454959,-22.4536730538556,-21.6743762361977,-19.9143066411521,-19.1999576023326,-19.8713722656319
49.5,-23.9681290191091,-22.5032236654437,-21.7168244383205,-19.9485677436314,-19.2315189976059,-19.9018047002777
49.6,-24.0429914738285,-22.5532609827935,-21.7596755660292,-19.9831391109811,-19.2633577723743,-19.9325009229084
49.7,-24.1188039020586,-22.6037896380039,-21.8029329739546,-20.018022722037,-19.2954753556485,-19.9634621422426
49.8,-24.195583511029,-22.6548143438879,-21.8466000761888,-20.0532205859907,-19.3278731956436,-19.9946895836981
49.9,-24.2733480436802,-22.7063398953956,-21.8906803475516,-20.088734742892,-19.3605527600451,-20.0261844896436
50,-24.3521158006167,-22.7583711710531,-21.9351773248881,-20.1245672641571,-19.3935155362782,-20.0579481196576
