"Freq [GHz]","dB(St(2,1)) [] - gpillar_r='1um'","dB(St(2,1)) [] - gpillar_r='3um'","dB(St(2,1)) [] - gpillar_r='5um'","dB(St(2,1)) [] - gpillar_r='7um'","dB(St(2,1)) [] - gpillar_r='9um'","dB(St(2,1)) [] - gpillar_r='10um'"
42.8,-0.379331388644296,-0.361488683911487,-0.36429499514623,-0.386036521744785,-0.390725553194591,-0.373335810397196
42.9,-0.379392012372986,-0.361577687503143,-0.364401248467792,-0.38612641476407,-0.390790965035106,-0.373444524892767
43,-0.379451265648724,-0.361664948376802,-0.364505454965433,-0.386213715008682,-0.390853418779601,-0.373550830959739
43.1,-0.379509255346404,-0.361750561178637,-0.364607703823745,-0.386298514311619,-0.390913006831852,-0.373654816781186
43.2,-0.379566089257263,-0.361834621443417,-0.364708085116916,-0.386380905420292,-0.390969822550851,-0.373756571432341
43.3,-0.379621876080106,-0.361917225587588,-0.364806689802526,-0.386460981990124,-0.391023960244572,-0.373856184874016
43.4,-0.379676725412327,-0.361998470902349,-0.364903609715173,-0.386538838578164,-0.391075515163772,-0.373953747945941
43.5,-0.379730747741027,-0.362078455546691,-0.364998937560086,-0.38661457063653,-0.391124583495598,-0.374049352360093
43.6,-0.379784054433981,-0.362157278540325,-0.365092766906668,-0.386688274505921,-0.39117126235723,-0.374143090693873
43.7,-0.379836757730621,-0.362235039756609,-0.365185192181963,-0.386760047408967,-0.391215649789368,-0.374235056383282
43.8,-0.379888970732909,-0.362311839915402,-0.365276308664082,-0.386829987443574,-0.391257844749749,-0.374325343716013
43.9,-0.379940807396308,-0.362387780575844,-0.365366212475535,-0.386898193576214,-0.391297947106493,-0.374414047824469
44,-0.379992382520546,-0.362462964129149,-0.365455000576567,-0.386964765635103,-0.391336057631485,-0.37450126467874
44.1,-0.380043811740502,-0.362537493791291,-0.365542770758324,-0.387029804303448,-0.391372277993623,-0.374587091079518
44.2,-0.380095211516949,-0.362611473595713,-0.365629621636139,-0.387093411112505,-0.39140671075206,-0.374671624650951
44.3,-0.380146699127356,-0.36268500838592,-0.365715652642574,-0.387155688434688,-0.391439459349356,-0.374754963833446
44.4,-0.380198392656661,-0.362758203808104,-0.365800964020558,-0.387216739476567,-0.391470628104574,-0.374837207876412
44.5,-0.380250410987963,-0.362831166303699,-0.365885656816407,-0.387276668271881,-0.391500322206346,-0.374918456830973
44.6,-0.380302873793244,-0.362904003101883,-0.365969832872798,-0.387335579674467,-0.391528647705859,-0.3749988115426
44.7,-0.380355901524108,-0.362976822212097,-0.366053594821743,-0.387393579351132,-0.391555711509836,-0.37507837364373
44.8,-0.38040961540247,-0.363049732416498,-0.366137046077472,-0.387450773774525,-0.391581621373357,-0.375157245546315
44.9,-0.380464137411233,-0.363122843262376,-0.366220290829296,-0.387507270215972,-0.391606485892782,-0.375235530434337
45,-0.380519590284991,-0.363196265054596,-0.366303434034434,-0.387563176738201,-0.391630414498529,-0.375313332256268
45.1,-0.38057609750072,-0.36327010884793,-0.366386581410773,-0.387618602188101,-0.391653517447807,-0.375390755717522
45.2,-0.380633796035495,-0.36334449276495,-0.366469841554953,-0.387673653619187,-0.391675899897566,-0.375467904627918
45.3,-0.380692800472229,-0.363419525189709,-0.36655332163505,-0.387728446132426,-0.391697681823478,-0.375544888884886
45.4,-0.380753236479129,-0.363495319401211,-0.366637129628039,-0.387783090904653,-0.391718975941862,-0.375621815439342
45.5,-0.380815230429274,-0.363571989397381,-0.366721374242131,-0.387837699867166,-0.391739895766106,-0.375698791968156
45.6,-0.380878909391263,-0.363649649887361,-0.366806164909346,-0.387892385698376,-0.391760555599309,-0.375775926866395
45.7,-0.380944401120005,-0.36372841628378,-0.366891611778074,-0.387947261816234,-0.391781070526696,-0.375853329239557
45.8,-0.3810118340474,-0.363808404694991,-0.366977825705675,-0.388002442370833,-0.391801556408143,-0.375931108895694
45.9,-0.381081337273197,-0.36388973191728,-0.367064918251,-0.388058042236833,-0.391822129870577,-0.376009376337598
46,-0.381153040555677,-0.36397251542711,-0.367153001666891,-0.388114177005945,-0.391842908300385,-0.376088242754897
46.1,-0.381227074302528,-0.364056873373324,-0.367242188892675,-0.388170962979329,-0.391864009835785,-0.376167820016107
46.2,-0.381303569561626,-0.364142924569322,-0.367332593546613,-0.388228517160048,-0.391885553359117,-0.376248220660761
46.3,-0.381382658011927,-0.364230788485257,-0.367424329918339,-0.388286957245375,-0.39190765848919,-0.376329557891346
46.4,-0.381464471954282,-0.364320585240224,-0.367517512961311,-0.388346401619211,-0.391930445573516,-0.376411945565382
46.5,-0.381549144302377,-0.364412435594421,-0.367612258285166,-0.388406969344378,-0.391954035680559,-0.376495498187332
46.6,-0.381636808573639,-0.364506460941301,-0.367708682148134,-0.388468780154949,-0.391978550591922,-0.376580330900595
46.7,-0.381727598880225,-0.364602783299741,-0.367806901449391,-0.388531954448536,-0.392004112794563,-0.376666559479412
46.8,-0.381821649919939,-0.364701525306211,-0.367907033721425,-0.388596613278548,-0.392030845472901,-0.376754300320792
46.9,-0.381919096967297,-0.364802810206897,-0.368009197122314,-0.38866287834646,-0.392058872500971,-0.376843670436334
47,-0.38202007586456,-0.364906761849851,-0.368113510428145,-0.388730871994022,-0.39208831843451,-0.376934787444161
47.1,-0.382124723012807,-0.365013504677181,-0.368220093025209,-0.3888007171955,-0.392119308503039,-0.377027769560687
47.2,-0.382233175363035,-0.365123163717098,-0.368329064902371,-0.388872537549843,-0.392151968601891,-0.377122735592479
47.3,-0.382345570407316,-0.365235864576159,-0.368440546643319,-0.388946457272886,-0.392186425284271,-0.377219804928031
47.4,-0.382462046169956,-0.365351733431316,-0.368554659418827,-0.38902260118951,-0.392222805753201,-0.37731909752954
47.5,-0.382582741198738,-0.365470897022147,-0.368671524979046,-0.389101094725764,-0.392261237853562,-0.377420733924639
47.6,-0.382707816604498,-0.365593500044055,-0.368791280341547,-0.389182076656954,-0.392301861383503,-0.377524847877021
47.7,-0.382837413975837,-0.365719672189785,-0.368914050172321,-0.389265675422237,-0.392344807318328,-0.377631562782512
47.8,-0.382971652015091,-0.365849525067988,-0.369039943823489,-0.389352006072916,-0.39239019469862,-0.377740988736598
47.9,-0.383110671290197,-0.365983187604702,-0.369169085300263,-0.38944119637688,-0.392438153872884,-0.377853248460726
48,-0.383254612848843,-0.366120789248898,-0.369301599148026,-0.389533374663397,-0.392488815790764,-0.377968465199977
48.1,-0.383403618209887,-0.366262459964712,-0.369437610444572,-0.389628669815229,-0.392542311994824,-0.378086762714726
48.2,-0.383557829354776,-0.366408330223516,-0.3695772447923,-0.389727211260673,-0.392598774612429,-0.378208265272247
48.3,-0.383717388719076,-0.3665585309961,-0.369720628310404,-0.389829128965581,-0.392658336347567,-0.378333097638328
48.4,-0.383882439183975,-0.366713193744808,-0.369867887627051,-0.389934553425446,-0.392721130472598,-0.378461385068882
48.5,-0.38405312406791,-0.366872450415694,-0.370019149871528,-0.390043615657345,-0.392787290820076,-0.378593253301484
48.6,-0.384229587118107,-0.36703643343065,-0.37017454266646,-0.390156447191977,-0.392856951774508,-0.378728828546964
48.7,-0.384411972502291,-0.367205275679593,-0.370334194119924,-0.390273180065698,-0.392930248264068,-0.378868237480932
48.8,-0.384600424800251,-0.367379110512571,-0.370498232817634,-0.390393946812449,-0.393007315752355,-0.379011607235276
48.9,-0.384795088995673,-0.36755807173196,-0.370666787815076,-0.39051888045575,-0.393088290230103,-0.379159065389727
49,-0.384996110467809,-0.367742293584617,-0.370839988629641,-0.390648114500684,-0.393173308206873,-0.379310739963289
49.1,-0.38520363498327,-0.367931910753986,-0.371017965232798,-0.390781782925852,-0.393262506702709,-0.379466759405747
49.2,-0.385417808687829,-0.368127058352309,-0.371200848042194,-0.390920020175314,-0.393356023239827,-0.37962725258911
49.3,-0.385638778098292,-0.368327871912787,-0.371388767913765,-0.391062961150502,-0.393453995834272,-0.37979234879904
49.4,-0.38586669009431,-0.368534487381705,-0.37158185613391,-0.391210741202231,-0.393556562987525,-0.379962177726316
49.5,-0.386101691910349,-0.36874704111058,-0.371780244411567,-0.391363496122535,-0.393663863678118,-0.380136869458181
49.6,-0.386343931127578,-0.368965669848402,-0.371984064870321,-0.391521362136647,-0.393776037353263,-0.380316554469742
49.7,-0.386593555665877,-0.369190510733707,-0.372193450040512,-0.391684475894885,-0.393893223920425,-0.3805013636154
49.8,-0.386850713775771,-0.369421701286778,-0.372408532851361,-0.391852974464541,-0.394015563738881,-0.380691428120085
49.9,-0.387115554030494,-0.369659379401785,-0.372629446623022,-0.392026995321801,-0.394143197611305,-0.380886879570726
50,-0.387388225318032,-0.369903683338976,-0.372856325058656,-0.392206676343648,-0.394276266775279,-0.381087849907451
