"Freq [GHz]","dB(St(2,1)) []"
11.192,-0.132001877256446
11.29,-0.132720114673111
11.388,-0.133436306728833
11.486,-0.134150485574809
11.584,-0.134862683203826
11.682,-0.135572931412895
11.78,-0.136281261767831
11.878,-0.136987705569657
11.976,-0.137692293822859
12.074,-0.138395057205391
12.172,-0.139096026040448
12.27,-0.139795230269912
12.368,-0.140492699429477
12.466,-0.14118846262535
12.564,-0.141882548512521
12.662,-0.142574985274533
12.76,-0.143265800604717
12.858,-0.143955021688824
12.956,-0.14464267518901
13.054,-0.145328787229145
13.152,-0.146013383381365
13.25,-0.146696488653829
13.348,-0.147378127479659
13.446,-0.148058323706961
13.544,-0.148737100589946
13.642,-0.149414480781053
13.74,-0.150090486324047
13.838,-0.150765138648062
13.936,-0.151438458562533
14.034,-0.152110466252971
14.132,-0.152781181277556
14.23,-0.15345062256449
14.328,-0.154118808410107
14.426,-0.154785756477648
14.524,-0.15545148379673
14.622,-0.156116006763412
14.72,-0.156779341140891
14.818,-0.157441502060725
14.916,-0.158102504024624
15.014,-0.15876236090671
15.112,-0.159421085956292
15.21,-0.160078691801037
15.308,-0.160735190450629
15.406,-0.161390593300771
15.504,-0.162044911137579
15.602,-0.162698154142339
15.7,-0.163350331896571
15.798,-0.164001453387414
15.896,-0.164651527013299
15.994,-0.165300560589885
16.092,-0.165948561356242
16.19,-0.166595535981276
16.288,-0.167241490570368
16.386,-0.1678864306722
16.484,-0.168530361285775
16.582,-0.169173286867623
16.68,-0.169815211339123
16.778,-0.170456138094018
16.876,-0.171096070006007
16.974,-0.171735009436513
17.072,-0.172372958242505
17.17,-0.173009917784466
17.268,-0.173645888934392
17.366,-0.174280872083935
17.464,-0.17491486715255
17.562,-0.175547873595748
17.66,-0.176179890413384
17.758,-0.176810916157966
17.856,-0.177440948943047
17.954,-0.178069986451614
18.052,-0.178698025944502
18.15,-0.179325064268831
18.248,-0.179951097866465
18.346,-0.180576122782455
18.444,-0.181200134673491
18.542,-0.181823128816366
18.64,-0.182445100116401
18.738,-0.183066043115879
18.836,-0.183685952002462
18.934,-0.18430482061758
19.032,-0.184922642464786
19.13,-0.185539410718109
19.228,-0.186155118230356
19.326,-0.186769757541393
19.424,-0.187383320886372
19.522,-0.187995800203949
19.62,-0.188607187144431
19.718,-0.189217473077901
19.816,-0.189826649102291
19.914,-0.190434706051408
